fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|364000000|3000000||5000000|-100000000|78000000|71000000|-73000000|-27000000|178000000|-83000000|-254000000|-28000000|100000000|100000000||149000000|149000000|||||-72000000||||184000000|ROK
2024-09-30|USD|432300000|300900000||21100000|-158100000|81200000|64900000|-94800000|-63300000|238200000|-62500000|-315800000|-28600000|118200000|118200000||141700000|141700000|||||-111200000||||239100000|ROK
2024-06-30|USD|279100000|6700000||-91600000|-81500000|78500000|40700000|-71500000|-10000000|231100000|-43700000|-295600000|-3300000|163000000|163000000||142000000|142000000|||||-157300000||||232000000|ROK
2024-03-31|USD|119800000|6100000||-52600000|-44400000|80800000|51200000|41500000|-85900000|265300000|-58900000|-25600000|296900000|193400000|193400000||143300000|143300000|||||-178300000||||266200000|ROK
2023-12-31|USD|33000000|5900000||-429900000|-252700000|76900000|67900000|-280000000|28000000|213000000|-817000000|134000000|409000000|120000000|120300000||144000000|144000000|||||-108700000||||215000000|ROK
2023-09-30|USD|839500000|242600000||266000000|-60500000|68400000|63200000|-46500000|-14000000|205700000|765700000|-966400000|-182800000|54400000|54400000||135500000|135500000|||||-41300000||||302900000|ROK
2023-06-30|USD|281700000|5100000||96400000|293400000|62100000|41600000|204100000|89300000|398700000|108100000|-412700000|-236300000|61900000|61900000||135500000|135500000|||||-35200000||-22900000||400200000|ROK
2023-03-31|USD|187100000|6400000||41000000|223800000|62100000|31500000|178500000|45300000|294900000|-1200000|-191200000|-44700000|38400000|38400000||135500000|135500000|||||-3100000||-5300000||300300000|ROK
2022-12-31|USD|66300000|7000000||-17300000|207900000|57800000|24200000|32600000|175300000|378700000|-18300000|-105300000|188100000|156800000|156800000||135900000|135900000|||||-143400000||-57300000||384000000|ROK
2022-09-30|USD|399400000|254400000||95400000|176100000|60700000|40800000|89500000|86600000|336000000|91400000|-455700000|-242200000|82800000|82800000||129000000|129000000|||||-71000000||35100000||338900000|ROK
