fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-11-02|USD|1046000000|529000000||1547000000|1992000000|266000000|422000000|83000000|1903000000|1297000000|-617000000|-953000000||593000000|593000000||423000000|423000000||63000000|||-530000000||||1297000000|TJX
2024-08-03|USD|1629000000|524000000||651000000|279000000|265000000|563000000|30000000|246000000|1099000000|-563000000|-882000000||559000000|559000000||423000000|423000000||101000000|||-458000000||||1099000000|TJX
2024-05-04|USD|737000000|522000000||814000000|301000000|264000000|419000000|16000000|266000000|1070000000|-427000000|-840000000||509000000|509000000||380000000|380000000||90000000|||-419000000||||1070000000|TJX
2024-02-03|USD|2800000000|2034000000||-907000000|-2476000000|252000000|442000000|-113000000|-2383000000|1403000000|-436000000|-1097000000||797000000|797000000||379000000|379000000||82000000|||-715000000||||1403000000|TJX
2023-10-28|USD|1171000000|509000000||1578000000|1787000000|245000000|460000000|7000000|1794000000|1191000000|-462000000|-904000000||646000000|646000000||380000000|380000000||122000000|0||-524000000||||1191000000|TJX
2023-07-29|USD|1341000000|504000000||441000000|189000000|235000000|459000000|60000000|110000000|989000000|-457000000|-1377000000||549000000|549000000||382000000|382000000||53000000|0||-496000000||-493000000||989000000|TJX
2023-04-29|USD|745000000|495000000||1000000000|588000000|232000000|361000000|-51000000|624000000|891000000|-362000000|-837000000||492000000|492000000||343000000|343000000||28000000|||-464000000||-454000000||891000000|TJX
2023-01-28|USD|3025000000|1806849000||-604146000|-2642491000|231000000|357252000|-40373000|-2603000000|1038381000|-360000000|-591000000||455000000|455198000||341257000|341000000||206000000|0||-248699000||||1038000000|TJX
2022-10-29|USD|1053000000|481089000||1381138000|1411632000|218000000|406253000|51030000|1338000000|1062806000|-407000000|-770000000||493000000|492600000||342530000|343000000||65000000|||-428081000||||1063000000|TJX
2022-07-30|USD|640000000|483829000||19455000|178785000|218000000|379144000|40425000|122000000|809340000|-379000000|-1014000000||700000000|700001000||345728000|346000000||32000000|||-668074000||||810000000|TJX
