fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|667431000|515520000||53617000|-7390000|14755000|336250000|-33822000|-3149000|244164000|-493829000|349653000|-226810000|322727000|322727000||8633000||||850000000||-322727000||||184578000|MGM
2024-06-30|USD|474238000|627048000||-61630000|73871000|13060000|238242000|108673000|451000|282802000|-276999000|-494482000|284451000|408766000|408766000||83364000||||||-408766000||||187072000|MGM
2024-03-31|USD|549271000|508561000||-224616000|10369000|19916000|172080000|-34607000|5727000|299726000|-108410000|-628970000|-76702000|506571000|506571000||11572000||||||-506571000||||217476000|MGM
2023-12-31|USD|715938000|604151000||133207000|120129000|123758000|328760000|137584000|5758000|379612000|-293621000|-827534000|-166278000|623029000|623029000||8000000|0|||||-623029000||||313460000|MGM
2023-09-30|USD|694080000|498328000||288850000|182083000|17030000|209756000|106444000|4955000|211885000|-361537000|-847561000|-172587000|565669000|565669000||7476000|0||0|0||-565669000||||161117000|MGM
2023-06-30|USD|576706000|611084000||66884000|-54196000|17313000|253477000|-36050000|2121000|243544000|-271195000|-949403000|-171985000|618820000|618820000||143681000|0||0|0||-618820000||-643892000||200796000|MGM
2023-03-31|USD|704053000|547506000||-78810000|-49329000|24656000|139820000|-75690000|2690000|479883000|212178000|-2380133000|-586456000|484399000|484399000||17936000|0||0|0||-484399000||-1463902000||466807000|MGM
2022-12-31|USD|423188000|633975000||91639000|148391000|2725348000|308497000|145131000|14239000|-320014000|535545000|-243738000|211226000|352208000|352208000||3864000|957000||0|0||-352208000||714995000||284002000|MGM
2022-09-30|USD|400561000|560948000||106169000|73566000|18406000|219726000|18380000|-1031000|-1061087000|-644045000|-241133000|99388000|306954000|306954000||2518000|980000||0|0||-306954000||-484617000||-576830000|MGM
2022-06-30|USD|512231000|525213000||46594000|848000|19493000|135261000|37791000|7639000|1622625000|2464064000|-373844000|855796000|1114083000|1114083000||89236000|1021000||0|0||-1114083000||2602451000||1783937000|MGM
2022-03-31|USD|420482000|395784000||-60563000|29933000|30442000|101583000|10385000|5780000|-34793000|-237383000|-2165587000|-18134000|1001972000|1001972000||119129000|1090000||0|0||-1001972000||-1982488000||-18016000|MGM
2021-12-31|USD|486718000|385350000||60504000|55216000|227396000|168558000|68560000|2203000|116087000|-133376000|-720668000|146270000|727315000|727315000||85827000|1151000||0|0||-727315000||-1746000000||131013000|MGM
