fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|729958000|79467000||36514000|-259656000|141705000|99578000|-141285000|-96552000|284783000|-219259000|-258165000|-99000000|153207000|153207000||||||0||-153207000||||284783000|BLDR
2024-06-30|USD|452084000|29288000||98896000|115922000|143355000|88107000|172781000|-77471000|344090000|-164589000|-909401000|99000000|983317000|983317000||||||0||-983317000||||344090000|BLDR
2024-03-31|USD|317187000|51628000||-69265000|4757000|140381000|93212000|-136636000|126707000|258781000|-151036000|465168000|-464000000|16801000|16801000||||||1000000000||-16801000||||258781000|BLDR
2023-12-31|USD|611699000|163856000||-158711000|-292150000|142149000|99739000|-166314000|-115882000|350693000|-192197000|-441442000|-218000000|222464000|222464000||3391212000|3391212000|||0||-222411000||||350693000|BLDR
2023-09-30|USD|649466000|63320000||48259000|-39462000|140611000|145486000|-991000|-38298000|451457000|-164285000|-486401000|-275000000|210456000|210456000||133000|133000||0|0||-210323000||||451457000|BLDR
2023-06-30|USD|391326000|36775000||178033000|309864000|138966000|125465000|288507000|24468000|404619000|-132951000|-313466000|476000000|787843000|787843000||158000|158000||0|0||-787685000||||404619000|BLDR
2023-03-31|USD|654381000|50309000||-34922000|-226032000|136549000|105645000|-108561000|-101745000|333786000|-178860000|-411559000|217000000|603793000|626646000||315000|315000||0|0||-626331000||63962000||333786000|BLDR
2022-12-31|USD|971365000|156846000||-455397000|-881325000|141668000|134911000|-472708000|-333815000|384513000|-140148000|-835754000|-186000000|648763000|648763000||149000|149000||0|0||-648614000||||384513000|BLDR
2022-09-30|USD|1500796000|52388000||-276619000|-937603000|125667000|85703000|-545630000|-357634000|738006000|-510243000|-1071756000|-384000000|685845000|685845000||6000|6000||0|0||-685839000||-81203000||738007000|BLDR
2022-06-30|USD|947248000|33118000||-227658000|-45874000|117859000|69063000|87403000|-142253000|987210000|-258753000|-804112000|78000000|938735000|938735000|||||0|700000000||-938721000||-115617000||987209000|BLDR
2022-03-31|USD|179822000|52528000||596815000|1172466000|111946000|50475000|549712000|561813000|639640000|-48335000|107712000|168000000|354965000|354965000|||||0|301500000||-354545000||239199000||639640000|BLDR
2021-12-31|USD|840332000|27498000||31409000|-199197000|145852000|67712000|-141091000|-38903000|442456000|-374238000|-648226000|588000000|1149143000|1149143000|||||0|0||-1148954000||-182132000||442456000|BLDR
2021-09-30|USD|1106993000|29624000||-284075000|-689010000|139947000|61886000|-137867000|-519215000|613145000|-799087000|-173437000|-611000000|547911000|547911000|||||0|0||-547709000||660845000||613145000|BLDR
2021-06-30|USD|-3268000|30846000||387215000|1008371000|127222000|59030000|459191000|499343000|497235000|-302736000|377152000|386000000|7289000|7289000|||||0|0||-7189000||543835000||497235000|BLDR
2021-03-31|USD|-200508000|30706000||238890000|752727000|134331000|39263000|294129000|340940000|172580000|131421000|-335601000|150000000|10418000|10418000|||||0|0||-10183000||-404688000||172580000|BLDR
2020-12-31|USD|104921000|20757000||-1253000|73992000|29268000|28574000|21005000|30409000|139914000|-40122000|18080000|75000000|0|0|||||0|0||81000||669188000||139914000|BLDR
2020-09-30|USD|-14740000|20915000||147616000|304706000|29423000|28699000|160636000|136007000|85932000|-26852000|-2942000|0|0|0|||||0|0||635000||115355000||85932000|BLDR
2020-06-30|USD|220540000|21151000||69388000|-24900000|28475000|26311000|7993000|-24906000|78924000|-25398000|26447000|-310000000|319000|319000|||||0|345625000||-9000||107399000||78924000|BLDR
2020-03-31|USD|-50654000|21160000||20453000|145589000|29400000|28498000|61998000|78591000|8767000|-43853000|244283000|283000000|3834000|3834000|||||0|550000000||-3436000||149776000||8767000|BLDR
2019-12-31|USD|143782000|20816000||-49438000|-101517000|28267000|34933000|-86770000|-21939000|41367000|-92786000|-80171000|27000000|0|0|||||0|0||1653000||476556000||41367000|BLDR
2019-09-30|USD|181479000|20116000||5544000|-50621000|24381000|32545000|-6030000|-42894000|78130000|-65622000|-83138000|-73000000|7942000|7942000|||||0|78375000||-6605000||102512000||78130000|BLDR
2019-06-30|USD|172710000|||111488000|49305000|23814000|23868000|69816000|-17972000|66604000|-19968000|-153914000|-149000000|0|0|||||0|||1667000||90418000||66604000|BLDR
2019-03-31|USD|6075000|||-53024000|11168000|23576000|21524000|-22703000|38603000|35708000|-20804000|16326000|43000000|2450000|2450000|||||0|||-2234000||1597000||35708000|BLDR
2018-12-31|USD|273298000|||-53005000|-214515000|25215000|22718000|-141871000|-81214000|52021000|-19855000|-277762000|-225000000|40000|40000|||||0|||1511000||492779000||52021000|BLDR
2018-09-30|USD|178501000|||5696000|-133866000|25104000|28745000|-26673000|-103286000|73328000|-27930000|-129321000|-129000000|0|0|||||0|||182000||98432000||73328000|BLDR
2018-06-30|USD|9356000|||63097000|220369000|24768000|29835000|120633000|103967000|56622000|-29328000|23099000|27000000|0|0|||||0|||171000||81390000||56622000|BLDR
2018-03-31|USD|-178325000|||-83012000|153014000|22819000|20113000|57132000|85958000|23220000|-19545000|150406000|156000000|4855000|4855000|||||0|||-2814000||-47464000||23220000|BLDR
