fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-10-25|USD|105000000|32000000||83000000|456000000|14000000|45000000|197000000|103000000|299000000|564000000|-842000000||300000000|300000000||106000000|106000000|||||-300000000||||299000000|NTAP
2024-07-26|USD|341000000|44000000||-384000000|-355000000|14000000|41000000|-335000000|29000000|248000000|-51000000|-548000000||400000000|400000000||107000000|107000000|||||-345000000||||248000000|NTAP
2024-04-26|USD|613000000|28000000||395000000|274000000|155000000|46000000|228000000|55000000|291000000|-297000000|-224000000||100000000|100000000||104000000|104000000|||||-100000000||||291000000|NTAP
2024-01-26|USD|484000000|49000000||10000000|44000000|14000000|36000000|-10000000|9000000|313000000|-437000000|-178000000||100000000|100000000||103000000|103000000|||||-52000000||||313000000|NTAP
2023-10-27|USD|135000000|34000000||-14000000|221000000|14000000|38000000|147000000|-9000000|233000000|227000000|-421000000|0|300000000|300000000||103000000|103000000||0|0||-300000000||||233000000|NTAP
2023-07-28|USD|453000000|68000000||-276000000|-426000000|15000000|35000000|-332000000|-37000000|149000000|-228000000|-521000000|0|400000000|400000000||106000000|106000000||0|0||-348000000||||149000000|NTAP
2023-04-28|USD|235000000|85000000||77000000|212000000|130000000|39000000|165000000|-8000000|245000000|-285000000|-269000000|0|150000000|150000000||106000000|106000000|||||-150000000||||245000000|NTAP
2023-01-27|USD|377000000|43000000||-107000000|-197000000|17000000|58000000|-112000000|-69000000|65000000|-189000000|-265000000||200000000|200000000||108000000|108000000|||||-146000000||||65000000|NTAP
2022-10-28|USD|214000000|35000000||18000000|88000000|17000000|77000000|51000000|12000000|750000000|-288000000|-520000000||150000000|150000000||108000000|108000000|||||-150000000||||750000000|NTAP
2022-07-29|USD|281000000|44000000||-328000000|-337000000|17000000|65000000|-364000000|28000000|214000000|-628000000|-459000000||350000000|350000000||110000000|110000000|||||-296000000||||214000000|NTAP
2022-04-29|USD|411000000|22000000||625000000|508000000|116000000|68000000|450000000|37000000|259000000|-80000000|-366000000|0|250000000|250000000||111000000|111000000|||||-250000000||-35000000||259000000|NTAP
2022-01-28|USD|260000000|42000000||139000000|201000000|13000000|61000000|155000000|12000000|252000000|-396000000|-190000000|0|125000000|125000000||111000000|111000000|||||-73000000||252000000||252000000|NTAP
2021-10-29|USD|298000000|33000000||21000000|37000000|10000000|46000000|-5000000|47000000|224000000|-31000000|-243000000|0|125000000|125000000||112000000|112000000|||||-125000000||224000000||224000000|NTAP
2021-07-30|USD|242000000|57000000||-383000000|-322000000|43000000|51000000|-287000000|-6000000|202000000|-54000000|-218000000|0|100000000|100000000||112000000|112000000|||||-47000000||-30000000||202000000|NTAP
2021-04-30|USD|559000000|21000000||466000000|179000000|45000000|38000000|146000000|8000000|334000000|341000000|-180000000|0|75000000|75000000||106000000|106000000||0|0||-69000000||720000000||334000000|NTAP
2021-01-29|USD|373000000|60000000||95000000|22000000|15000000|32000000|-11000000|-10000000|182000000|1000000|-122000000|0|50000000|50000000||107000000|107000000|||||-7000000||182000000||182000000|NTAP
2020-10-30|USD|161000000|40000000||76000000|173000000|15000000|40000000|194000000|-20000000|137000000|-10000000|-257000000|-50000000|0|0||107000000|107000000|||||1000000||137000000||137000000|NTAP
2020-07-31|USD|240000000|35000000||-385000000|-407000000|25000000|52000000|-391000000|-9000000|77000000|-311000000|1003000000|-370000000|0|0||107000000|107000000||0|0||48000000||932000000||77000000|NTAP
2020-04-24|USD|383000000|24000000||252000000|182000000|52000000|24000000|156000000|32000000|-20000000|42000000|-440000000|-271000000|161000000|161000000||105000000|105000000|||||-161000000||-20000000||196000000|NTAP
2020-01-24|USD|420000000|32000000||56000000|6000000|8000000|32000000|41000000|2000000|277000000|111000000|-372000000|194000000|500000000|500000000||108000000|108000000|||||-453000000||277000000||277000000|NTAP
