fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|-112000000|||1036000000|-285000000|489000000|552000000|-312000000|27000000|1196000000|2406000000|-795000000|-680000000|0|0||111000000|111000000|||0||0||||1200000000|CEG
2024-06-30|USD|-613000000|||501000000|-251000000|513000000|546000000|-307000000|56000000|809000000|1820000000|-1469000000|-829000000|500000000|500000000||110000000|110000000|||0||-500000000||||814000000|CEG
2024-03-31|USD|-723000000|||74000000|-578000000|522000000|738000000|-464000000|-114000000|883000000|830000000|84000000|-135000000|499000000|499000000||112000000|112000000|||900000000||-499000000||||883000000|CEG
2023-12-31|USD|-3182000000|||-1025000000|576000000|537000000|687000000|546000000|30000000|-39000000|852000000|807000000|1117000000|242000000|242000000||89000000|89000000|||3000000||-242000000||||-37000000|CEG
2023-09-30|USD|-993000000|||568000000|390000000|466000000|399000000|356000000|34000000|690000000|2008000000|637000000|-408000000|251000000|251000000||92000000|92000000|||1401000000||-251000000||||731000000|CEG
2023-06-30|USD|-192000000|||-425000000|-741000000|454000000|676000000|-785000000|44000000|824000000|-48000000|229000000|230000000|268000000|268000000||92000000|92000000|||438000000||-268000000||-11000000||833000000|CEG
2023-03-31|USD|-934000000|||-1614000000|-681000000|461000000|660000000|-513000000|-168000000|102000000|219000000|523000000|-454000000|231000000|231000000||93000000|93000000|||1353000000||-231000000||-192000000||96000000|CEG
2022-12-31|USD|-2422000000|||-966000000|780000000|515000000|599000000|718000000|62000000|28000000|1233000000|414000000|466000000|0|0||46000000|46000000|||5000000||1750000000||-775000000||34000000|CEG
2022-09-30|USD|-1194000000|||122000000|288000000|487000000|290000000|210000000|78000000|-193000000|1170000000|401000000|493000000|0|0||46000000|46000000|||3000000||||377000000||-188000000|CEG
2022-06-30|USD|-88000000|||338000000|32000000|33000000|390000000|-138000000|170000000|-113000000|297000000|-979000000|-880000000|0|0||47000000|47000000|||4000000||||-770000000||-111000000|CEG
2022-03-31|USD|1351000000|||1459000000|-4000000|478000000|410000000|78000000|-82000000|-40000000|404000000|-635000000|-1002000000|0|0||46000000|46000000|||2000000||||1120000000||106000000|CEG
2021-12-31|USD|-2312000000|||||589000000|243000000|409000000|39000000|39000000|643000000|226000000|||||459000000|0|||||||||42000000|CEG
2021-09-30|USD|1331000000|||||1265000000|367000000|117000000|33000000|633000000|533000000|-446000000|||||457000000|0|||||||||607000000|CEG
2021-06-30|USD|1255000000|||||1340000000|337000000|-363000000|46000000|13000000|267000000|-1683000000|||||458000000|0|||||||||-61000000|CEG
2021-03-31|USD|-1612000000|||||1346000000|382000000|453000000|-50000000|-769000000|1839000000|208000000|||||458000000|0|||||||||-793000000|CEG
