fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|189300000|||-18400000|35400000|74000000|31600000|41700000|36100000|201000000|-22000000|-537000000||517300000|517300000||||||||-505100000||||201000000|HOLX
2024-09-30|USD|824500000|||83200000|-63300000|139400000|11700000|-11600000|60600000|424800000|-582300000|50000000||-52900000|0||||||||239200000||||178600000|HOLX
2024-03-31|USD|292400000|||68500000|59600000|5700000|28000000|-18100000|17400000|169900000|-38500000|-4200000||0|0||||||||8900000||||169900000|HOLX
2023-12-31|USD|220000000|||-28500000|118700000|88400000|38000000|38200000|13000000|246500000|-104200000|-943800000||676800000|676800000||||||||-667300000||||246500000|HOLX
2023-09-30|USD|258700000|||-27600000|-94200000|75500000|52500000|-49500000|-43600000|90600000|-56000000|-210600000|0|211200000|211200000||27900000|27900000|||||727500000||||90600000|HOLX
2023-06-30|USD|332800000|||26000000|-59500000|7100000|36500000|-30800000|-7600000|-40500000|-38700000|-109600000|0|113600000|0||9300000|9300000|||||0||184500000||-40500000|HOLX
2023-03-31|USD|206300000|||-37900000|71200000|7100000|32100000|36800000|9100000|218500000|-16400000|-49500000||50000000|50000000||13300000|13300000|||||-36700000||140400000||218500000|HOLX
2023-03-31|USD|206300000|||||154900000|32100000|-36800000|-9100000|218500000|-16400000|-49500000|0||0||13300000|13300000|||||0||140400000||218500000|HOLX
2022-12-31|USD|253400000|||2300000|47900000|85900000|29100000|45000000|47000000|187400000|-41000000|-113500000|0|100000000|100000000||||||||-84900000||98900000||187400000|HOLX
2022-09-30|USD|168600000|||-9700000|-21300000|106600000|31600000|-78400000|49800000|118700000|-32100000|-169800000||175100000|175100000||||||||-168500000||-33300000||118700000|HOLX
2022-06-30|USD|330700000||422600000|-32500000|-50600000|11200000|25700000|-92300000|60400000|228400000|-9800000|-240200000||0|0||||||||9600000||605200000||228400000|HOLX
2022-03-31|USD|1062200000||418200000|-16600000|-499100000|11300000|32300000|-149700000|9000000|455700000|9100000|-202500000||200000000|200000000||||||||-189100000||859400000||455700000|HOLX
2021-12-31|USD|564200000|||28600000|69800000|108000000|37500000|48100000|17400000|499200000|-173500000|-143500000||167000000|167000000||1491200000|1491200000|||||-160600000||250500000|3300000|499200000|HOLX
2021-09-30|USD|465400000|||33700000|-900000|117800000|43700000|600000|1700000|327000000|-43100000|-82000000|0|100000|100000||||||||570200000||-3600000||328800000|HOLX
2021-06-30|USD|662800000|||-900000|-281600000|10400000|43400000|-282900000|36400000|268400000|-758400000|109600000|0|188300000|188300000||||||||-182300000||248400000|-2800000|268100000|HOLX
2021-03-31|USD|552200000|||-80000000|94900000|10200000|45800000|-4100000|24800000|619900000|-478200000|-129200000|0|120100000|120100000||||||||-109800000||576400000|2900000|619400000|HOLX
2020-12-31|USD|650000000|||62700000|206300000|92800000|44800000|175500000|21200000|654400000|-49900000|-428200000|-250000000|101300000|101300000||950000000|950000000|||||-78000000||167700000|-4200000|653400000|HOLX
2020-09-30|USD|442000000|265906300||105700000|263300000|94300000|58400000|296600000|-22700000|490246500|-137900000|-350900000|-250000000|100200000|305200000||54700000|54700000|||||493800000||690200000||493500000|HOLX
2020-06-30|USD|223000000|6400||84100000|101500000|10200000|35000000|130200000|14700000|137900000|-36300000|-241700000|-250000000|-100000|-100000||||||||18200000||122693200|-600000|136400000|HOLX
2020-03-31|USD|117700000|6000||-20700000|381400000|10100000|31700000|17900000|18400000|96300000|78300000|222600000|0|267600000|267600000||||||||-392800000||89793600|-300000|94800000|HOLX
2019-12-31|USD|113900000|6200||-78000000|-1100000|94400000|31500000|-17600000|14900000|386100000|-45700000|-289900000||285900000|80900000||16000000|16000000|||||80900000||-220300000|1400000|385800000|HOLX
2019-09-30|USD|247700000|||56800000|35600000|113400000|31400000|66800000|-18700000|-123500000|-80800000|9200000|0|0|0||||||||0||173900000|-2200000|-123500000|HOLX
2019-06-30|USD|163700000|||19600000|62300000|90500000|25800000|28300000|27700000|93900000|-32800000|-104500000|-85000000|50000000|50000000||||||||50000000||26900000|500000|93900000|HOLX
2019-03-31|USD|133500000|||-30800000|28900000|94500000|29300000|-18200000|26100000|-272600000|-36400000|-8000000|0|3100000|3100000||||||||0||89900000|800000|-272600000|HOLX
2018-12-31|USD|104600000|||-67600000|28800000|118800000|22600000|-400000|27900000|98600000|-130700000|-328200000|-215000000|147000000|147000000||1980000000|1980000000|||||150100000||-355600000|-1300000|98600000|HOLX
2018-09-30|USD|232400000|||80700000|31000000|119100000|32100000|24400000|11300000|50500000|-107500000|-27900000|-252300000|88500000|88500000||171100000|171100000|||||88500000||91300000|-5700000|50500000|HOLX
2018-06-30|USD|234000000|||29500000|12500000|94700000|24700000|16300000|11800000|112900000|-26400000|-241500000|85000000|96600000|96600000||||||||80800000||-38800000|-4900000|112900000|HOLX
2018-03-31|USD|97400000|||-65200000|39100000|94500000|27000000|-8900000|4200000|-681400000|-35100000|-115100000|-2700000|90700000|90700000||||||||106500000||-50200000|2600000|-681400000|HOLX
2017-12-31|USD|169100000|||31200000|27000000|121200000|21800000|6400000|23300000|406700000|-26200000|-20300000|125000000|0|0||||||||0||123800000|1200000|406700000|HOLX
2017-09-30|USD|166600000|||-26900000|400000|120500000|33600000|11800000|-8600000|415400000|-107800000|-110600000|220000000|200100000|200100000||177500000|177500000|||||-193600000||-47800000|4000000|100000|HOLX
2017-06-30|USD|-411700000|||-546300000|58000000|94300000|24300000|57700000|-8800000|385100000|-30200000|-113100000|0|0|0||||||||15900000||-546200000|8800000|100000|HOLX
2017-03-31|USD|83800000|||551900000|-11900000|76000000|25100000|-6500000|8300000|8500000|449000000|-45100000||0|0||||||||13400000||488600000|900000|500000|HOLX
2016-12-31|USD|169600000|||-17700000|18300000|115300000|24700000|-21500000|20700000|86500000|-25200000|-40400000|0|0|0||||||||13200000||97600000|-6400000|100000|HOLX
2016-09-30|USD|228500000|||37900000|0|114600000|31700000|21000000|-5500000|403200000|-32300000|-89300000|0|0|0||||||||11100000||106900000|0|92200000|HOLX
2016-06-30|USD|247400000|||55800000|2600000|99800000|21100000|3800000|-4400000|84800000|-21600000|-99900000|-275000000|114100000|385900000||||||||-377500000||125200000|-700000|84800000|HOLX
2016-03-31|USD|150900000|||7000000|31200000|93600000|22000000|11300000|-1300000|68900000|-26800000|-458800000|0|135900000|135900000||||||||-135900000||-334000000|700000|68900000|HOLX
2015-12-31|USD|171400000|||-19900000|-15600000|115900000|19700000|-4300000|3600000|84900000|12300000|-22700000|||||||||||11100000||159000000|-2000000|84900000|HOLX
2015-09-30|USD|243200000|||52600000|17200000|122300000|31300000|33800000|-11000000|372900000|-29300000|-603900000|||||||||||19600000||-393700000|-3700000|25200000|HOLX
2015-06-30|USD|242300000|||55700000|-9400000|100500000|18400000|-200000|-3900000|29400000|-17800000|-11200000|||||||||||13000000||214500000|1200000|29400000|HOLX
2015-03-31|USD|157800000|||1200000|-4200000|106200000|18700000|-13000000|-10300000|47800000|-17000000|-11100000|||||||||||22200000||126500000|-3200000|47800000|HOLX
2014-12-31|USD|153500000|||-31000000|-33900000|122000000|21100000|9700000|-18700000|29200000|-22000000|-321200000|||||||||||15200000||-192100000|-2400000|29200000|HOLX
2014-09-30|USD|131700000|||13100000|-2500000|131400000|22400000|20500000|2500000|324800000|-15100000|-10700000|||||||||||5600000||103600000|-2300000|28200000|HOLX
