fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|822600000|||227300000|436200000|437000000|312000000|74100000|179100000|688000000|-1264200000|49400000||0|0||||||||376900000||||685700000|ISRG
2024-09-30|USD|706500000|||178400000|336900000|3500000|247900000|42800000|261500000|570600000|-1413000000|98200000||0|0||8000000|8000000|||||115600000||||565100000|ISRG
2024-06-30|USD|620500000|||156000000|331200000|5000000|309400000|-18800000|209800000|531500000|-467100000|50000000||0|0||||||||71500000||||526900000|ISRG
2024-03-31|USD|265400000|||-354500000|188700000|-800000|241900000|-2200000|179600000|547400000|-128500000|-46700000||0|0||||||||180400000||||544900000|ISRG
2023-12-31|USD|228300000|||-129400000|584000000|379700000|435500000|166600000|184300000|610700000|-1044200000|-31500000||66300000|66300000||||||||169800000||||606200000|ISRG
2023-09-30|USD|548400000|||159700000|290600000|5100000|256300000|59000000|239600000|419800000|-446600000|61800000||0|0||||||||77400000||||415700000|ISRG
2023-06-30|USD|665700000|||143500000|152600000|5000000|178300000|-22400000|161500000|426000000|557600000|63300000||0|0||||||||74600000||1286600000||420800000|ISRG
2023-03-31|USD|371400000|||-130200000|128200000|9900000|194100000|-16900000|127100000|360800000|573100000|-381200000||350000000|350000000||||||||-249800000||563300000||355300000|ISRG
2022-12-31|USD|437900000|||148500000|335300000|339200000|139200000|92100000|127500000|336700000|574800000|-963500000||1000800000|1000800000||||||||-721600000||49200000||324900000|ISRG
2022-09-30|USD|383200000|||85400000|253400000|7900000|169100000|11200000|173600000|324700000|544500000|-926800000||1000000000|1000000000||||||||-918000000||900000||324000000|ISRG
