fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|231900000|17200000||||16200000|19900000|||174200000|-24200000|-80900000|0|40000000|40000000||41800000|41800000|||||-40000000||||174200000|ALLE
2024-06-30|USD|173000000|13700000||||16600000|20900000|||155400000|-122600000|308200000|0|40000000|40000000||41700000|41700000|||||-40000000||||155400000|ALLE
2024-03-31|USD|51100000|17400000||||15200000|27200000|||123800000|-43400000|-80000000|0|40000000|40000000||42100000|42100000|||0||-40000000||||123800000|ALLE
2023-12-31|USD|219500000|177700000||||62400000|23500000||44600000|118600000|-45700000|-78800000|-12600000|40000000|40000000||39500000|39500000|||0||-40000000||||118600000|ALLE
2023-09-30|USD|151000000|18500000||||15700000|20700000|||156400000|-22200000|-81500000|-39000000|0|0||39900000|39900000|||0||0||||156300000|ALLE
2023-06-30|USD|161100000|19100000||||15100000|17700000|||142000000|-9800000|-123000000|-60000000|19900000|19900000||39900000|39900000|||0||-19900000||28300000||142000000|ALLE
2023-03-31|USD|69000000|14400000||||15800000|22300000|||123600000|-51400000|-15400000|30000000|0|0||39400000|39400000|||0||0||2200000||123500000|ALLE
2022-12-31|USD|192400000|95900000||||62500000|22500000|-53400000|-61700000|135400000|-28200000|-169100000|-142600000|0|0||36000000|36000000|||0||0||-4900000||135300000|ALLE
2022-09-30|USD|158000000|15800000||||16500000|16900000||-61700000|114600000|-942000000|157700000|205300000|0|0||36400000|36400000|||0||0||-626300000||114600000|ALLE
2022-06-30|USD|88600000|11100000||||7900000|15900000|||115200000|-17600000|553300000|0|0|0||35700000|35700000|||0||0||624300000||115100000|ALLE
2022-03-31|USD|20500000|11200000||||8200000|8700000|||93100000|-6300000|-104900000|0|61000000|61000000||35800000|35800000|||0||-61000000||-90700000||93000000|ALLE
2021-12-31|USD|132200000|101000000||||54000000|16700000|31700000|-105600000|112700000|-16700000|-220000000|0|200100000|200100000||32100000|32100000|||250000000||-200100000||-95800000||112800000|ALLE
2021-09-30|USD|88900000|12900000||||9300000|10800000||-105600000|143600000|3800000|-44200000|0|12900000|12900000||32300000|32300000|||0||-12900000||130700000|-4800000|143500000|ALLE
2021-06-30|USD|155700000|15200000||||7800000|11600000||-105600000|118800000|-14100000|-77900000|-100000|50100000|50100000||32100000|32100000|||0||-50100000||68700000|2200000|118700000|ALLE
2021-03-31|USD|111800000|13300000||||8100000|6300000||-105600000|108200000|-4600000|-187200000|0|149700000|149700000||32500000|32500000|||0||-149700000||-86100000|-6100000|108000000|ALLE
2020-12-31|USD|200900000|97800000||||54800000|13800000|-1900000|-7800000|93400000|-17400000|-142600000|-100000|114700000|114700000||29000000|29000000|||0||-110200000||-75800000||93300000|ALLE
2020-09-30|USD|161400000|17400000||||8000000|8900000||-7800000|146900000|-8700000|-30100000|-600000|0|0||29600000|29600000|||0||0||146900000|3900000|146900000|ALLE
2020-06-30|USD|97200000|18400000||||7500000|12600000||-7800000|73700000|-11800000|-32400000|-2600000|0|0||29700000|29700000|||0||0||73700000|2600000|73700000|ALLE
