fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-11-24|USD|99100000|||210100000|176200000|120500000|154100000|-7100000|208400000|-36100000|-149300000|11100000|-205800000||||51600000|51600000|||||-600000||||-36100000|LW
2024-08-25|USD|330200000|||-4500000|-92200000|90500000|352200000|-31900000|-10200000|127400000|-335600000|52200000|203600000||||51700000|51700000|||||-92200000||||127400000|LW
2024-05-26|USD|316700000|||26600000|-80800000|86800000|163500000|6500000|-71700000|129700000|-159300000|-148100000|-214200000||||52000000|52000000|||||-60200000||||129700000|LW
2024-02-25|USD|26300000|||-113200000|107100000|79300000|261800000|-26600000|59000000|146100000|-254000000|212100000|245400000||||40400000|40400000|||0||-800000||||146100000|LW
2023-11-26|USD|120600000|||169700000|305800000|70600000|261800000|35600000|276200000|215000000|-266000000|59700000|152600000||||40800000|40800000|||0||-50800000||||215000000|LW
2023-08-27|USD|334600000|||-165500000|-123400000|70100000|304700000|-400000|-60200000|234800000|-304800000|-171700000|-18900000||||40800000|40800000|||0||-34400000||||234800000|LW
2023-05-28|USD|426600000|||100100000|-118700000|69500000|239000000|6400000|-129200000|498800000|-805200000|9500000|0||||40300000|40300000|||0||-4400000||-369100000||498800000|LW
2023-02-26|USD|47100000|||-115700000|53400000|51300000|226700000|-7600000|14200000|175100000|-224700000|427900000|||||35200000|35200000|||||-12300000||250300000||175100000|LW
2022-11-27|USD|95900000|||155700000|246100000|52200000|149100000|64700000|188600000|103100000|-144100000|-33100000|||||35300000|35300000|||9500000||-500000||-81300000||103100000|LW
2022-08-28|USD|192100000|||-500000|-3900000|49800000|121200000|-9900000|51500000|231900000|-166900000|-63500000|||||35300000|35300000|||13800000||-34400000||-38300000||231900000|LW
2022-05-29|USD|244600000|||54300000|-54800000|49700000|79400000|12200000|-58200000|32000000|-84300000|-61200000|||||35400000|35400000|||6900000||-24700000||98600000||32000000|LW
2022-02-27|USD|-33500000|||-88900000|100400000|47500000|78900000|6400000|19900000|106600000|-78600000|-82900000|||||34300000|34300000|||13800000||-50200000||156900000||106600000|LW
2021-11-28|USD|45700000|||61400000|141800000|47600000|69200000|22600000|144700000|32500000|-68800000|-143500000|||||34300000|34300000|||0||-50100000||81700000||32500000|LW
2021-08-29|USD|161800000|||21800000|-41300000|47300000|78900000|35100000|-43400000|29800000|-78800000|-75800000|||||34400000|34400000|||||-33400000||7200000||29800000|LW
2021-05-30|USD|177900000|||25300000|-69600000|45500000|56600000|-9400000|-58600000|65500000|-56300000|-54100000|0||||34400000|34400000|||||-13200000||68000000||65500000|LW
2021-02-28|USD|56000000|||-25600000|20500000|47600000|53000000|21900000|-59700000|66100000|-52900000|-52700000|0||||33700000|33700000|||0||-13100000||116700000||66100000|LW
2020-11-29|USD|68200000|||85200000|162100000|47800000|33100000|17600000|158300000|96900000|-20200000|-317000000|-700000||||33600000|33600000|||||-200000||146000000||96900000|LW
2020-08-30|USD|250600000|||10800000|-65100000|46900000|20600000|-9100000|-18000000|89300000|-33100000|-550200000|-498100000||||33600000|33600000|||||-9600000||-332700000||89300000|LW
2020-05-31|USD|138300000|5800000||-52500000|-131500000|44800000|56400000|-25400000|-109900000|-1600000|-56200000|1252700000|477800000||||33600000|33600000|||823600000||28900000||4500000||-1600000|LW
2020-02-23|USD|90400000|9900000||-96600000|-25200000|45800000|44600000|-30900000|-38800000|111400000|-49600000|-34100000|11300000||||29200000|29200000|||0||-11100000||166500000||111400000|LW
2019-11-24|USD|106800000|8000000||118800000|194200000|45700000|57100000|28200000|169000000|140400000|-63500000|-38700000|9700000||||29300000|29300000|||0||-10400000||192100000||140400000|LW
2019-08-25|USD|238500000|3100000||-20700000|-51900000|46000000|50300000|27000000|-35600000|115700000|-176700000|-54900000|-8300000||||29200000|29200000|||299300000||-7400000||6900000||115700000|LW
2019-05-26|USD|236500000|||-8900000|-112200000|44900000|90000000|-18200000|-88900000|110400000|-89100000|-152300000|-90300000||||29300000|29300000|||||-24100000||95200000||110400000|LW
2019-02-24|USD|127600000|||-44600000|28400000|40300000|73800000|15100000|-44700000|141400000|-165200000|-65900000|85000000||||28000000|28000000|||||-7900000||189900000||141400000|LW
2018-11-25|USD|88900000|||93600000|182300000|38600000|83400000|9600000|182600000|124000000|-81900000|-35500000|5300000||||28000000|28000000|||||-500000||169900000||119000000|LW
2018-08-26|USD|227900000|||-5300000|-55700000|38600000|87000000|18600000|-33200000|111400000|-86800000|-45900000|-1000000||||28000000|28000000|||||-3900000||95200000||107800000|LW
2018-05-27|USD|171000000|45800000||-32700000|-88800000|39200000|99900000|-11000000|-81800000|102800000|-100000000|-62500000|-23800000||||28000000|28000000|||||-600000||6200000|-2300000|100000000|LW
2018-02-25|USD|128000000|6600000||-24600000|27500000|37500000|51100000|12200000|-32500000|159600000|-51100000|-100500000|-56700000||||27400000|27400000|||||-2100000||-21700000|1900000|156800000|LW
2017-11-26|USD|38700000|45500000||68800000|169800000|35600000|51400000|10700000|168600000|83000000|-51300000|14600000|55900000||||27400000|27400000|||||||1300000|-700000|76600000|LW
2017-08-27|USD|143500000|6100000||-8300000|-29000000|31000000|104400000|28500000|-30700000|88300000|-104400000|-30500000|10200000||||27400000|27400000|||||||12700000|4100000|83400000|LW
2017-05-28|USD|192800000|44600000||29500000|-92700000|29500000|82900000|-32900000|-47400000|78500000|-82800000|-91900000|-70100000||||27400000|27400000|||||||19600000|1500000|75900000|LW
2017-02-26|USD|91700000|4200000||||27500000|76700000|-14100000|-43500000|87600000|-76700000|-47300000|-12700000||||27400000|27400000|||||||-31900000|400000|84200000|LW
2016-11-27|USD|47400000|||||26600000|68500000|21800000|141600000|91000000|-67500000|18600000|80400000||||||||||||-3000000|-1500000|87200000|LW
2016-08-28|USD|115000000|||||25500000|59300000|24000000|-24600000|83100000|-58300000|-21400000|-400000||||||||||||36000000|700000|79600000|LW
2016-05-29|USD|161200000|||||24400000|43700000|-13300000|-45600000|45400000|-144300000|-121300000|||||27400000|27400000|||||||-200000|800000|42600000|LW
2016-02-28|USD|48200000|||||23600000|42300000|1000000|-40400000|108700000||4000000|||||||||||||12700000|300000|107400000|LW
