fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|1860000000|42966000000|93904000000|-434000000|-40000000|1147000000|768000000|315000000|457000000|1623000000|-547000000|431000000|1319000000|0|0||838000000|838000000|||2954000000||19000000||||1644000000|CVS
2024-09-30|USD|-745000000|0|91259000000|1596000000|3975000000|1161000000|670000000|3784000000|1582000000|71000000|-3347000000|-1588000000|800000000|-1000000|-1000000||837000000|837000000|||0||115000000||||87000000|CVS
2024-06-30|USD|3089000000|40115000000|89163000000|-501000000|-662000000|1151000000|638000000|210000000|-277000000|1768000000|-1625000000|1249000000|-2719000000|-3000000|-3000000||858000000|858000000|||4959000000||28000000||||1770000000|CVS
2024-03-31|USD|4903000000|36133000000|85404000000|889000000|-1832000000|1138000000|705000000|-3008000000|-1660000000|1124000000|-2094000000|-1227000000|2519000000|3027000000|3027000000||840000000|840000000|||0||-2824000000||||1113000000|CVS
2023-12-31|USD|-2636000000|97203000000|85574000000|-3640000000|2404000000|1134000000|911000000|2340000000|72000000|2047000000|-1242000000|-972000000|200000000|-1000000|-1000000||779000000|779000000|||0||36000000||||2046000000|CVS
2023-09-30|USD|2716000000|58000000|85106000000|2484000000|3216000000|1127000000|545000000|3116000000|495000000|2265000000|-771000000|-2697000000|-1000000000|-3000000|-3000000||779000000|779000000|||0||125000000||||2261000000|CVS
2023-06-30|USD|5908000000|0|88144000000|1493000000|-1261000000|1104000000|591000000|53000000|-972000000|1914000000|-10362000000|3626000000|0|-2000000|-2000000||795000000|795000000|||4947000000||26000000||-828000000||1901000000|CVS
2023-03-31|USD|7438000000|10731000000|88224000000|5215000000|1178000000|1001000000|984000000|751000000|-828000000|2142000000|-8514000000|2726000000|0|2018000000|2018000000||779000000|779000000|||5951000000||-1922000000||1650000000||2136000000|CVS
2022-12-31|USD|-1952000000|13354000000|78966000000|-3439000000|2237000000|1066000000|688000000|962000000|1020000000|2170000000|-119000000|-2187000000|0|1500000000|1500000000||719000000|719000000|||0||-1459000000||-4258000000||2172000000|CVS
2022-09-30|USD|9123000000|8035000000|83753000000|11011000000|192000000|1050000000|580000000|-678000000|884000000|-3399000000|-805000000|-3218000000|0|0|0||726000000|726000000|||0||162000000||5100000000||-3406000000|CVS
2022-06-30|USD|5443000000|6518000000|77578000000|1391000000|-176000000|1082000000|408000000|720000000|-869000000|3039000000|-2130000000|-2461000000|0|0|0||740000000|740000000|||0||51000000||852000000||3029000000|CVS
2022-03-31|USD|3563000000|9751000000|74391000000|3012000000|2719000000|1049000000|1051000000|1967000000|400000000|2355000000|-1993000000|-2650000000|0|2000000000|2000000000||722000000|722000000|||0||-1703000000||-1080000000||2354000000|CVS
