fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|695254000|63296000||174172000|103184000|113255000|127958000|297726000|-155798000|446301000|-159592000|-394095000|-127232000|0|0||270383000|270383000|||0||5501000||||446301000|HSY
2024-06-30|USD|325606000|70089000||-7704000|59333000|110421000|130153000|-350366000|330177000|180894000|-162163000|-231219000|40190000|0|0||270522000|270522000|||0||4182000||||180894000|HSY
2024-03-31|USD|569134000|49305000||91203000|192777000|107764000|213304000|383417000|-202055000|797453000|-227569000|-221655000|569809000|494191000|494191000||273404000|273404000|||0||-490088000||||797453000|HSY
2023-12-31|USD|757649000|68169000||-193652000|-309058000|116719000|222509000|-307608000|-10957000|349042000|-463133000|-363886000|-100041000|25003000|25003000||237805000|237805000|||0||-23242000||||349042000|HSY
2023-09-30|USD|515733000|53706000||235350000|340869000|103309000|218095000|366185000|-33796000|518577000|-219514000|-277686000|-39894000|0|0||237720000|237720000|||0||2233000||||518577000|HSY
2023-06-30|USD|294411000|64304000||-214200000|105469000|101588000|154412000|-97459000|198643000|406983000|-327712000|45569000|256684000|0|0||206190000|206190000|||744092000||0||12268000||406983000|HSY
2023-03-31|USD|755397000|51900000||190255000|144397000|98199000|176093000|140962000|3263000|587185000|-188317000|-552248000|-90700000|239910000|239910000||207356000|207356000|||||-224716000||14832000||587185000|HSY
2023-03-31|USD|755397000|||||98199000|176093000|-140962000|-3263000|587185000|-188317000|-552248000|||0||207356000|207356000|||0||0||14832000||587185000|HSY
2022-12-31|USD|767643000|114638000||-151711000|-261419000|99877000|159488000|-220899000|-14462000|396296000|-277400000|-339694000|-100081000|33693000|33693000||207041000|207041000|||0||-30359000||150549000||396296000|HSY
2022-09-30|USD|446421000|43213000||197933000|296611000|94200000|119033000|278280000|-18646000|399487000|-158991000|-320626000|-121045000|0|0||207005000|207005000|||0||9054000||-33196000||399487000|HSY
2022-06-30|USD|457306000|55671000||-50023000|-33749000|93846000|99897000|-208837000|182751000|315556000|-187019000|-291951000|41133000|151921000|151921000||179900000|179900000|||0||-146862000||-21664000||315556000|HSY
2022-03-31|USD|656467000|46153000||225285000|238192000|91036000|141063000|189621000|37320000|533478000|-163966000|-463454000|-65640000|203350000|203350000||181084000|181084000|||||-186639000||29047000||533478000|HSY
