fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-11-01|USD|542434000|481100000||188517000|90385000|247014000|341414000||124143000|196529000|-340812000|-887056000|0|0|0||129755000|129755000|||||0||||196529000|DG
2024-08-02|USD|988923000|-465761100000||401976000|127065000|238793000|353708000||72931000|374190000|-352997000|-133935000|0|0|0||129746000|129746000|||||0||||374190000|DG
2024-05-03|USD|663806000|466700000000||-95686000|-28380000|232286000|341975000||-49562000|363317000|-341161000|-139228000|0|0|0||129736000|129736000|||||0||||363317000|DG
2024-02-02|USD|949779000|812473000||-71817000|-331865000|222976000|459715000||-362545000|401813000|-458479000|-319464000|-198100000|0|0||129598000|129598000|||||0||||401813000|DG
2023-11-03|USD|715298000|438500000||947000|-221739000|215530000|472572000||-155390000|276246000|-470843000|-232026000|-98400000|0|0||129496000|129496000||0|0||0||||276246000|DG
2023-08-04|USD|535606000|-425438500000||-8553000|230364000|208380000|404794000||215863000|468835000|-403099000|-92553000|0|0|0||129484000|129484000||0|0||0||||468835000|DG
2023-05-05|USD|191115000|426300000000||116363000|605436000|201907000|363141000||601138000|514380000|-361602000|101975000|253068000||||129401000|129401000|||||||-68512000||514380000|DG
2023-02-03|USD|736368000|615312000||-572200000|-303213000|192363000|482374000||-220082000|659135000|-479526000|-237997000|990800000|1106163000|1106163000||121303000|121303000|||||-1106163000||18845000||659135000|DG
2022-10-28|USD|300171000|405300000||-244868000|268940000|182792000|419424000||356690000|526167000|-419202000|155499000|-584433000|546455000|546455000||122961000|122961000|||0||-546455000||36468000||526167000|DG
2022-07-29|USD|498500000|398100000||450236000|1044404000|177159000|377204000||989823000|678030000|-375774000|-132076000|335933000|348623000|348623000||124200000|124200000|||||-348623000||822430000||678030000|DG
