fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|98500000|||-36400000|9400000|21300000|29100000||8300000|77500000|-29300000|7800000|||||||||||800000||||77500000|PODD
2024-06-30|USD|96500000|||900000|52600000|19200000|24900000||700000|188600000|-24900000|-900000|||||||||||1100000||||188600000|PODD
2024-03-31|USD|87600000|||55500000|-6600000|18800000|24000000|-36600000|29600000|51500000|-24000000|-14100000|||||||||||5800000||||51500000|PODD
2023-12-31|USD|45200000|59400000||-52500000|92800000|18800000|31600000|86900000|-11700000|103300000|-31600000|2200000|||||||||||3900000||||103300000|PODD
2023-09-30|USD|56000000|||-33000000|29300000|18700000|22400000|22000000|2600000|51900000|-22600000|-6900000||0|0|||||0|0||100000||||51900000|PODD
2023-06-30|USD|44000000|||23000000|56800000|18100000|18100000|33200000|24500000|27300000|-23100000|3200000||0|0|||||0|0||6300000||||27300000|PODD
2023-03-31|USD|500000|||51500000|71000000|17200000|37100000|12100000|38200000|23800000|-42100000|-12100000||0|0|||||0|0||6000000||||23800000|PODD
2022-12-31|USD|50700000|41000000||-25700000|20300000|16200000|88400000|1000000|14600000|17000000|-88400000|-14500000||0|0|||||0|0||2600000||||17000000|PODD
2022-09-30|USD|56700000|||3200000|18700000|15900000|33900000|-600000|10500000|-5200000|-33900000|-3900000||0|0|||||0|0||2400000||||-5200000|PODD
2022-06-30|USD|25300000|||5400000|49300000|15800000|19100000|21400000|11000000|-35000000|-21900000|-1600000||0|0|||||0|0||800000||||-35000000|PODD
2022-03-31|USD|-13700000|||14700000|49400000|15300000|15900000|30000000|13000000|27800000|-46900000|-20300000||0|0|||||0|0||1100000||-80900000||27800000|PODD
2021-12-31|USD|-25500000|||-21600000|96100000|14900000|36900000|35800000|46300000|29200000|-36400000|-1500000||0|0|||||0|0||1000000||-59500000||29200000|PODD
2021-09-30|USD|-25800000|||10400000|81800000|14500000|29200000|16000000|63100000|12600000|-12200000|42200000||0|0|||||0|0||4400000||12600000|-2200000|12600000|PODD
2021-06-30|USD|18300000|||-9400000|45200000|15200000|23200000|2200000|27100000|-25000000|-11400000|28400000||0|0|||||0|0||8500000||-25000000|-1400000|-25000000|PODD
2021-03-31|USD|-35100000|||5000000|49300000|12800000|33400000|17300000|17900000|0|-22700000|-28400000||0|0|||||0|0||1500000||-86500000|-300000|0|PODD
2020-12-31|USD|17000000|||9500000|58600000|25700000|69700000|-4300000|27600000|-29200000|-69300000|130100000||0|0|||||0|0||6900000||-29200000||-17100000|PODD
2020-09-30|USD|44200000|||0|22900000|10900000|44600000|6100000|20100000|11600000|2700000|10500000||0|0|||||0|0||10600000||11600000|1600000|11600000|PODD
2020-06-30|USD|26400000|||-1100000|22300000|9900000|24800000|-800000|7600000|14400000|67200000|483900000||0|0|||||0|0||485500000||14400000|200000|14400000|PODD
2020-03-31|USD|-3600000|||-1300000|-5500000|8900000|27400000|14600000|-4800000|-2100000|13400000|-19000000||0|0|||||0|0||6200000||-12300000|-3100000|-2100000|PODD
2019-12-31|USD|46900000|3500000||1536000|25171000|9100000|49925000||10200000|134100000|-54000000|-202400000||0|0|||||0|-2000||7955000||134100000||5000000|PODD
2019-09-30|USD|31100000|1000000||4687000|7848000|7800000|24061000||6000000|852000|12200000|258200000||0|0|||||0|0||17255000||8754000|-1500000|800000|PODD
2019-06-30|USD|13900000|800000||-394000|8828000|5900000|51659000||11300000|1402000|-39400000|16200000||0|0|||||-9061000|0||16929000||8351000|-100000|1400000|PODD
