fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|-1205000000|1103000000||-194000000|-1632000000|19000000|17000000|||-410000000|272000000|883000000|-2914000000||1000000||230000000|230000000||2000000|215000000|0|812000000||||-410000000|KEY
2024-06-30|USD|-217000000|1019000000||-182000000|-1115000000|25000000|13000000|||274000000|658000000|-362000000|2394000000||0||230000000|230000000||0|0|0|0||||274000000|KEY
2024-03-31|USD|359000000|990000000||-404000000|-1866000000|24000000|12000000|||219000000|374000000|-427000000|-168000000||26000000||229000000|229000000||3000000|1350000000|0|-23000000||||219000000|KEY
2023-12-31|USD|1037000000|1107000000|||-2212000000|28000000|43000000|||65000000|592000000|-1454000000|-422000000||0||228000000|228000000||0|0|0|1000000||||65000000|KEY
2023-09-30|USD|566000000|777000000||111000000|-3134000000|35000000|25000000|||303000000|6240000000|-6798000000|-5138000000|0|0||227000000|227000000||0|0|0|0||||303000000|KEY
2023-06-30|USD|582000000|934000000||510000000|-1688000000|35000000|50000000|||287000000|1921000000|-2529000000|-2784000000|0|0||228000000|228000000||0|750000000|0|0||-26000000||287000000|KEY
2023-03-31|USD|718000000|426000000||-260000000|-1294000000|36000000|24000000|||312000000|-7336000000|6515000000|1972000000|0|34000000||228000000|228000000||1000000|4490000000|0|-33000000||-103000000||312000000|KEY
2022-12-31|USD|1585000000|463000000|||-3303000000|37000000|35000000|||394000000|-583000000|-832000000|663000000|0|0||228000000|228000000||1000000|995000000|0|7000000||170000000||394000000|KEY
2022-09-30|USD|2081000000|108000000|||-2133000000|26000000|19000000|||542000000|-6174000000|4132000000|2757000000|0|0||209000000|209000000||0|3500000000|0|590000000||39000000||542000000|KEY
2022-06-30|USD|-78000000|111000000|||-2525000000|34000000|24000000|||533000000|-6151000000|6223000000|3222000000|0|0||209000000|209000000||0|8100000000|0|0||-6000000||533000000|KEY
2022-03-31|USD|881000000|58000000|||-4267000000|40000000|18000000|||448000000|1974000000|-3084000000|2060000000|0|44000000||208000000|208000000||5000000|4001000000|0|-39000000||-229000000||448000000|KEY
2021-12-31|USD|-10000000|250000000|||-5022000000|63000000|35000000|||629000000|1001000000|-841000000|-234000000|-26000000|559000000||209000000|209000000||6000000|0|0|-526000000||150000000||629000000|KEY
