fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|760900000|||-53500000|-234600000|184000000|66300000||66400000|266700000|-18600000|7900000||0|0||||||||0||||266700000|BIIB
2024-09-30|USD|935600000|||101200000|58100000|182800000|130000000||19200000|388500000|-1181100000|-6600000||0|0||||||||0||||388500000|BIIB
2024-06-30|USD|625800000|||56000000|80200000|158900000|42600000||110500000|583600000|466500000|-245200000||0|0||||||||0||||583600000|BIIB
2024-03-31|USD|553200000|||-179300000|46400000|147500000|120900000||77700000|393400000|-66000000|-439600000||0|0||||||||0||||393400000|BIIB
2023-12-31|USD|12500000|||-753600000|33300000|140100000|65200000||96000000|248900000|-652300000|-646100000||0|0||||||||0||||249700000|BIIB
2023-09-30|USD|592400000|||388600000|-332700000|125000000|87600000||-30200000|-68300000|-1742200000|848600000|0|0|0||||||0||0||||-68100000|BIIB
2023-06-30|USD|487000000|||20500000|314200000|117400000|87000000|-99700000|93000000|593300000|-753500000|-9800000|0|0|0||||||0||0||-276300000||591600000|BIIB
2023-03-31|USD|455300000|||-230000000|-222300000|112300000|71600000|-114800000|-27900000|387600000|-953000000|-43400000|0|0|0||||||0||0||-541100000||387900000|BIIB
2022-12-31|USD|-175000000|||-879800000|-32800000|119800000|87400000|90900000|-18100000|549500000|-141100000|-7400000|0|0|0||||||0||0||-323500000||550400000|BIIB
2022-09-30|USD|661000000|||-36000000|225600000|120700000|59100000|21600000|95000000|1134900000|1672200000|-1251900000|0|250000000|250000000||5700000|5700000|||0||-250000000||2842300000||1134700000|BIIB
2022-06-30|USD|736500000|||927800000|48800000|134800000|38800000|26300000|100700000|1058700000|693500000|-471500000|0|500000000|500000000||||||0||0||2043800000||1058000000|BIIB
2022-03-31|USD|161800000|||-359700000|16100000|143100000|57900000|64600000|142600000|218500000|-648000000|-16500000|0|0|0||||||0||0||-512100000|-9400000|303800000|BIIB
2021-12-31|USD|838300000|||-26300000|-130000000|134700000|68500000|-153500000|139800000|-20500000|-112700000|9800000|0|0|0||1621700000|1621700000|||0||0||779400000||368200000|BIIB
2021-09-30|USD|805300000|||34100000|-266600000|133200000|43900000|31500000|128800000|318100000|-233600000|-746500000|0|750000000|750000000||||||0||-750000000||958600000|-25400000|329200000|BIIB
2021-06-30|USD|1227300000|||201900000|113500000|117200000|71900000|-121800000|81300000|1025500000|-152700000|-564500000|0|450000000|450000000||||||0||-450000000||1713700000|14400000|448500000|BIIB
2021-03-31|USD|769000000|||-218800000|-406100000|102600000|92600000|-81000000|112500000|404600000|-64700000|-785000000|0|600000000|600000000||||||0||-600000000||-113700000|-33000000|410200000|BIIB
2020-12-31|USD|-367100000|||-438600000|693800000|109700000|101000000|-75500000|45700000|357600000|-166400000|-401100000|0|400000000|400000000||71000000|71000000|||100000||-399300000||357600000||357900000|BIIB
2020-09-30|USD|1181100000|||325000000|-46100000|114700000|84100000|-47000000|82400000|703900000|-52400000|-1312900000|0|1250000000|1250000000||||||||-1250000000||2055100000|24100000|701500000|BIIB
2020-06-30|USD|1948500000|||187600000|187600000|112900000|105000000|-40100000|126000000|1606500000|-832700000|-1313400000|0|2808900000|2808900000||||||||-2808900000||3148400000|-8800000|1542100000|BIIB
2020-03-31|USD|1467300000|||-124400000|160000000|119900000|186700000|159800000|62200000|1392600000|442900000|-2245300000|0|2220200000|2220200000||||||||-2220200000||-322400000|12700000|1399100000|BIIB
2019-12-31|USD|1960200000|354700000||257500000|-194500000|-102900000|-704100000|-71200000|66500000|1439700000|708400000|-2116400000|0|2093100000|2093100000||||||||-2092700000||1439700000|17600000|1439700000|BIIB
2019-09-30|USD|1694900000|23500000||-135300000|51500000|329500000|90100000|-500000|61400000|1545900000|-365900000|-689000000|0|717900000|717900000||||||||-717900000||640000000|-19500000|1545900000|BIIB
2019-06-30|USD|1964000000|27400000||58900000|85800000|117000000|186900000|-133700000|20300000|1494100000|-110800000|-2375700000|0|2401500000|2401500000||4300000|4300000|||||-2401500000||-522500000|2700000|1494100000|BIIB
2019-03-31|USD|1459500000|19400000||31900000|7600000|121100000|427100000|136600000|-129000000|1408800000|238800000|-679300000|0|655800000|655800000||||||||-655800000||1019000000|-400000|1408800000|BIIB
2018-12-31|USD|1895400000|||354600000|90500000|-36400000|-1689500000|-48800000|20200000|944900000|-1625300000|-1437000000|0|1352600000|1352600000||0|500000|||||-1351800000||944900000|4800000|946800000|BIIB
2018-09-30|USD|1735900000|||219600000|58600000|346500000|463200000|66800000|-8200000|1442900000|-619100000|25100000|0|0|0||0|2000000|||||0||1141900000|-5400000|1444400000|BIIB
2018-06-30|USD|1099300000|||60900000|95900000|171500000|489800000|53200000|42700000|915000000|-1148500000|-2791500000|0|2750000000|2750000000||0|38900000|||||-2750000000||-2840700000|-17100000|866600000|BIIB
2018-03-31|USD|1457100000|||135800000|131400000|168900000|794700000|134000000|-2600000|1171200000|1346600000|-268600000|0|250000000|250000000||0||||||-250000000||2535100000|-900000|1172900000|BIIB
2017-12-31|USD|1518300000|||1408100000|210600000|209000000|-2444200000|209800000|-75800000|-166300000|-769500000|-708100000|0|0|0||0|1354700000|||||700000||40700000|-15000000|-297400000|BIIB
2017-09-30|USD|1628300000|||233000000|9600000|177400000|579200000|-75400000|85000000|1226100000|-1246900000|-19500000|0|0|0||0||||||0||361900000|16600000|1226100000|BIIB
2017-06-30|USD|1169200000|||312300000|144600000|182600000|502800000|105500000|39100000|862800000|-202500000|-751000000|0|781800000|781800000||0||||||-781800000||215700000|29900000|862800000|BIIB
