fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|180000000|1000000||-1000000|27000000|53000000|53000000|20000000|6000000|194000000|-54000000|-109000000|184000000|150000000|150000000||151000000|151000000|||||-150000000||||193000000|CLX
2024-09-30|USD|221000000|17000000||-137000000|-40000000|54000000|39000000|-84000000|6000000|103000000|89000000|-237000000|0|107000000|107000000||151000000|151000000|||||-107000000||||99000000|CLX
2024-06-30|USD|340000000|209000000||-20000000|-30000000|59000000|81000000|18000000|-35000000|221000000|-81000000|-273000000|-106000000|0|0||165000000|149000000|||||0||||216000000|CLX
2024-03-31|USD|182000000|6000000||43000000|22000000|58000000|55000000|31000000|23000000|-50000000|-38000000|-278000000|-134000000|0|0||148000000|148000000|||||0||||-51000000|CLX
2023-12-31|USD|153000000|2000000||-25000000|34000000|57000000|52000000|93000000|-57000000|96000000|-33000000|-259000000|-103000000|0|0||149000000|149000000|||||0||||93000000|CLX
2023-09-30|USD|20000000|21000000||-138000000|-72000000|61000000|24000000|-108000000|14000000|25000000|-23000000|155000000|298000000|0|0||149000000|149000000|||0||0||||22000000|CLX
2023-06-30|USD|430000000|206000000||79000000|-47000000|62000000|84000000|12000000|-45000000|181000000|-81000000|-227000000|-89000000|0|0||161000000|146000000|||0||0||122000000||176000000|CLX
2023-03-31|USD|341000000|14000000||132000000|67000000|60000000|56000000|79000000|-4000000|-209000000|-55000000|-211000000|-71000000|0|0||146000000|146000000|||0||0||75000000||-211000000|CLX
2022-12-31|USD|209000000|11000000||-26000000|-37000000|58000000|42000000|-15000000|-15000000|102000000|-42000000|-280000000|-139000000|0|0||146000000|146000000|||0||0||-113000000||99000000|CLX
2022-09-30|USD|178000000|0||-28000000|-27000000|56000000|46000000|-63000000|6000000|87000000|-45000000|-35000000|111000000|0|0||145000000|145000000|||0||0||98000000||85000000|CLX
2022-06-30|USD|335000000|||46000000|-21000000|57000000|79000000|28000000|-35000000|104000000|-62000000|-326000000|-158000000|0|0||153000000|143000000|||0||35000000||-53000000||101000000|CLX
2022-03-31|USD|229000000|||37000000|64000000|57000000|63000000|87000000|-19000000|152000000|-55000000|-128000000|12000000|0|0||143000000|143000000|||0||0||152000000||150000000|CLX
