fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-10-31|USD|482274000|6391000||68757000|-2165000|53627000|238015000|49092000|8652000|361176000|1702228000|2137000|0||||||||||2857000||||362086000|CPRT
2024-07-31|USD|439221000|8416000||64304000|-2277000|50603000|137886000|-30586000|-3618000|322178000|-23585000|8384000|-3000||||||||||10332000||||322567000|CPRT
2024-04-30|USD|496304000|5764000||32626000|-1716000|50733000|87815000|-10561000|4322000|382110000|-668814000|4441000|2000||||||||||6891000||||382291000|CPRT
2024-01-31|USD|161793000|7956000||-105740000|102343000|45262000|123029000|109020000|-675000|325527000|-1483005000|-959000|0||||||||||11320000||||325635000|CPRT
2023-10-31|USD|375246000|6311000||114873000|146797000|43164000|256673000|70951000|3669000|332532000|1235325000|7407000|0|0|0||7411999|7411999|||0||8123000||||332527000|CPRT
2023-07-31|USD|358577000|-163489000||-13169000|39031000|44635000|170112000|24346000|-11679000|347785000|-1563290000|15595000|-10911000|0|0||1683000|1683000|||0||28194000||||347785000|CPRT
2023-04-30|USD|505800000|80324000||17811000|-72857000|37371000|89805000|-71461000|-6869000|350431000|-86390000|35686000|0|0|0||14210000|14210000|||0||16405000||455096000||350431000|CPRT
2023-01-31|USD|188274000|99809000||-25037000|117957000|38414000|104064000|127887000|-3981000|293677000|-89899000|14575000|0|0|0||14581000|14581000|||0||15117000||112950000||293677000|CPRT
2022-10-31|USD|311559000|12399000||60271000|65473000|39058000|152655000|9242000|-4020000|245848000|-152470000|759000|0|0|0||295000|295000|||0||1061000||159848000||245848000|CPRT
2022-07-31|USD|312829000|78446000||-15921000|1761000|36333000|208749000|36414000|-2516000|263735000|15260000|-401271000|0|0|0||||||0||16599000||-73182000||263735000|CPRT
2022-04-30|USD|417306000|78314000||39933000|-34014000|36579000|78634000|-56966000|4778000|278620000|72713000|2484000|0|0|0||||||0||4127000||236565000||278620000|CPRT
2022-01-31|USD|134008000|129762000||-75874000|112800000|33303000|91973000|84989000|5126000|287412000|-466400000|10928000|0|0|0||||||0||11435000||228742000|-5258000|287412000|CPRT
2021-10-31|USD|312540000|21868000||88217000|63207000|31760000|64696000|63197000|3463000|260363000|-63883000|5166000|0|0|0||||||0||5572000||250113000|-3710000|260363000|CPRT
2021-07-31|USD|228686000|63679000||-7948000|60820000|29664000|103601000|55333000|5814000|255974000|-101670000|9113000|0|0|0||||||0||14476000||136370000|241000|255974000|CPRT
2021-04-30|USD|369164000|75838000||40727000|-17279000|31966000|81181000|-25464000|9016000|286796000|-80711000|5226000|0|0|0||||||0||5717000||237581000|1808000|286796000|CPRT
2021-01-31|USD|134508000|68292000||-30372000|69500000|31392000|136121000|58870000|1513000|193440000|-136263000|7385000|0|0|0||||||0||7978000||88711000|5041000|193440000|CPRT
2020-10-31|USD|258533000|18796000||51251000|25005000|28949000|147093000|32035000|8259000|200285000|-146822000|19198000|0|0|0||||||0||20014000||128014000|-2895000|200285000|CPRT
2020-07-31|USD|266917000|37587000||56729000|4588000|27379000|112676000|-1751000|-139000|165533000|-112363000|15166000|0|0|0||||||0||20305000||201883000|1611000|165533000|CPRT
