fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|1561000000|2370000000||-143000000|1001000000|2744000000|1233000000|1111000000|-231000000|1560000000|-779000000|-1868000000|-35000000|50000000|50000000||802000000|802000000|||0||-24000000||||1482000000|RTX
2024-09-30|USD|2523000000|6000000||1766000000|1450000000|560000000|681000000|-349000000|344000000|1535000000|-715000000|-1158000000|-12000000|294000000|294000000||823000000|823000000|||0||-294000000||||1472000000|RTX
2024-06-30|USD|2733000000|4000000||2029000000|596000000|534000000|692000000|-156000000|715000000|175000000|-733000000|-1584000000|65000000|44000000|44000000||823000000|823000000|||0||-44000000||||111000000|RTX
2024-03-31|USD|342000000|9000000||-272000000|1418000000|526000000|630000000|-431000000|646000000|1743000000|693000000|-2007000000|-22000000|56000000|56000000||769000000|769000000|||0||-56000000||||1709000000|RTX
2023-12-31|USD|4711000000|1893000000||2487000000|439000000|2647000000|1020000000|892000000|-326000000|1473000000|-978000000|-2618000000|19000000|10283000000|10283000000||767000000|767000000|||9940000000||-10261000000||||1426000000|RTX
2023-09-30|USD|3316000000|8000000||3745000000|299000000|545000000|786000000|214000000|108000000|-933000000|-859000000|-2377000000|92000000|1429000000|1429000000||838000000|838000000|||0||-1429000000||||-984000000|RTX
2023-06-30|USD|719000000|8000000||-607000000|679000000|510000000|686000000|-263000000|602000000|1359000000|-623000000|-628000000|-46000000|596000000|596000000||844000000|844000000|||3000000||-596000000||-532000000||1327000000|RTX
2023-03-31|USD|-863000000|4000000||713000000|3406000000|509000000|674000000|962000000|720000000|1481000000|-579000000|1096000000|22000000|562000000|562000000||790000000|790000000|||2971000000||-562000000||-346000000||1426000000|RTX
2022-12-31|USD|14947000000|1763000000||1907000000|-297000000|2657000000|1342000000|-116000000|141000000|1468000000|-938000000|-2849000000|-15000000|408000000|408000000||791000000|791000000|||1000000||-388000000||841000000||1422000000|RTX
2022-09-30|USD|778000000|8000000||-786000000|-5000000|497000000|515000000|-1111000000|401000000|1395000000|-755000000|617000000|3000000|616000000|616000000||794000000|794000000|||0||-616000000||640000000||1387000000|RTX
2022-06-30|USD|1286000000|4000000||2166000000|2170000000|467000000|479000000|1346000000|446000000|1338000000|-618000000|-1882000000|-23000000|1036000000|1036000000||798000000|798000000|||0||-1036000000||-1229000000||1304000000|RTX
