fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|2677000000|31906000000||182000000|-680000000|231000000|332000000|-851000000|-282000000|1008000000|-401000000|-915000000|442000000|60000000|60000000||378000000|378000000|||0||-12000000||||1016000000|ELV
2024-06-30|USD|447000000|30695000000||-840000000|762000000|0|323000000|1059000000||2301000000|-818000000|668000000|-1243000000|463000000|463000000||378000000|378000000|||2580000000||-403000000||||2300000000|ELV
2024-03-31|USD|1978000000|29186000000||-226000000|1415000000|0|279000000|282000000|282000000|2249000000|-2310000000|32000000|764000000|566000000|566000000||379000000|379000000|||0||-469000000||||2246000000|ELV
2023-12-31|USD|-2971000000|32552000000||-263000000|807000000|1196000000|326000000|1035000000|-727000000|831000000|-1029000000|-394000000|862000000|928000000|928000000||346000000|346000000|||0||-888000000||||856000000|ELV
2023-09-30|USD|2613000000|53000000||1307000000|839000000|220000000|319000000|428000000|428000000|1300000000|-687000000|-994000000|-288000000|480000000|480000000||348000000|348000000|||0||-449000000||||1289000000|ELV
2023-06-30|USD|1950000000|54000000||419000000|478000000|0|350000000|270000000|270000000|1856000000|-672000000|-1430000000|-534000000|646000000|646000000||350000000|350000000|||0||-608000000||-152000000||1853000000|ELV
2023-03-31|USD|6469000000|29593000000||324000000|392000000|0|301000000|29000000|29000000|2004000000|-3184000000|-531000000|34000000|622000000|622000000||351000000|351000000|||2574000000||-579000000||2754000000||1989000000|ELV
2022-12-31|USD|-1518000000|30565000000||943000000|1273000000|1154000000|298000000|1832000000|1832000000|1008000000|289000000|-258000000|77000000|568000000|568000000||305000000|305000000|||1785000000||-538000000||-1487000000||996000000|ELV
2022-09-30|USD|4924000000|53000000||-11000000|57000000|225000000|305000000|16000000|16000000|1598000000|-1247000000|-1255000000|-421000000|579000000|579000000||306000000|306000000|||-14000000||-543000000||2422000000||1603000000|ELV
2022-06-30|USD|2452000000|53000000||643000000|-645000000|166000000|295000000|-686000000|-686000000|1634000000|-2024000000|-127000000|742000000|624000000|624000000||309000000|309000000|||1300000000||-584000000||301000000||1653000000|ELV
2022-03-31|USD|2541000000|25995000000||1503000000|1694000000|129000000|254000000|1348000000||1779000000|-1578000000|322000000|225000000|545000000|545000000||309000000|309000000|||0||-469000000||1285000000||1789000000|ELV
2021-12-31|USD|1672000000|27818000000||-105000000|-106000000|939000000|340000000|387000000||1125000000|-966000000|-1315000000|300000000|522000000|522000000||273000000|273000000|||0||-480000000||-273000000|-1000000|1137000000|ELV
2021-09-30|USD|2504000000|53000000||949000000|354000000|136000000|258000000|119000000||1502000000|-1440000000|-830000000|-450000000|451000000|451000000||276000000|276000000|||0||-431000000||1173000000|-2000000|1509000000|ELV
