fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|55500000|10100000||34000000|-57200000|43200000|15700000||-57200000|65600000|-16300000|-186200000|-112400000|0|0||73400000|72700000||0|||0||||65000000|FMC
2024-06-30|USD|287000000|8200000||11700000|-116800000|44300000|9900000||-116800000|295200000|-15900000|-221000000|-148400000|0|0||72700000|72700000||200000|||0||||295100000|FMC
2024-03-31|USD|-347200000|84700000||-333600000|-127300000|45700000|20700000||-127300000|-3100000|-23700000|305700000|379900000|0|0||72500000|72500000||0|||0||||-2700000|FMC
2023-12-31|USD|1096400000|111100000||504600000|-580100000|45900000|25100000|-289700000|-290400000|1096400000|-27600000|-230600000|242300000|0|0||72000000|72600000||0|||100000||||1098500000|FMC
2023-09-30|USD|-500000|8700000||-390100000|169400000|45600000|33000000|229500000|-60100000|-3700000|-48300000|-632500000|-560700000|0|0||73100000|72500000||1300000|0||1300000||||-3500000|FMC
2023-06-30|USD|24400000|8000000||-250200000|-255600000|48100000|28900000|-421000000|165400000|32400000|-24100000|354300000|-222300000|50000000|50000000||72700000|72700000||1600000|0||-48400000||461700000||30500000|FMC
2023-03-31|USD|-1980600000|50800000||-696800000|546700000|44700000|46900000|288800000|257900000|195900000|-54400000|840300000|941400000|25000000|25000000||72700000|72700000||2300000|0||-22700000||-65400000||196000000|FMC
2022-12-31|USD|280400000|68500000||892700000|140400000|42800000|33900000|240400000|-100000000|280400000|27800000|-435100000|-286200000|100000000|100000000||66900000|66900000||0|0||-99000000||237000000||273900000|FMC
2022-09-30|USD|136200000|8100000||-82300000|-26000000|41400000|34700000|-26000000|46500000|118300000|-228900000|-388000000|-320100000|0|0||66900000|66900000||100000|0||100000||-199300000||121000000|FMC
2022-06-30|USD|123300000|7900000||56500000|158800000|42800000|23400000|115100000|43700000|131200000|-9400000|70200000|138200000|0|0||66900000|66900000||1200000|0||1200000||256700000||134200000|FMC
