fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|511000000|670000000||91000000|-13000000|339000000|860000000|5000000|-7000000|177000000|-874000000|119000000|303000000||||190000000|190000000|||0||||||177000000|PPL
2024-09-30|USD|781000000|3000000||71000000|-110000000|322000000|679000000|-97000000|13000000|214000000|-683000000|161000000|-389000000||||190000000|190000000|||746000000||||||214000000|PPL
2024-06-30|USD|766000000|2000000||7000000|-150000000|319000000|670000000|-237000000|29000000|190000000|-670000000|-93000000|98000000||||190000000|190000000|||0||||||190000000|PPL
2024-03-31|USD|282000000|5000000||-162000000|151000000|340000000|596000000|75000000|-33000000|307000000|-591000000|248000000|-701000000|0|0||177000000|177000000|||1148000000||0||||307000000|PPL
2023-12-31|USD|110000000|615000000||-323000000|117000000|334000000|649000000|133000000|17000000|113000000|-644000000|562000000|705000000|0|0||178000000|178000000|||125000000||0||||113000000|PPL
2023-09-30|USD|806000000|7000000||152000000|-36000000|336000000|651000000|36000000|13000000|230000000|-643000000|-136000000|44000000|0|0||178000000|178000000||0|0||0||||230000000|PPL
2023-06-30|USD|412000000|4000000||-147000000|-10000000|335000000|591000000|-93000000|40000000|112000000|-593000000|47000000|243000000|0|0||177000000|177000000||0|0||0||-134000000||112000000|PPL
2023-03-31|USD|430000000|3000000||-70000000|228000000|330000000|499000000|94000000|-10000000|285000000|-503000000|177000000|-985000000|0|0||171000000|171000000||0|3127000000||0||104000000||285000000|PPL
2022-12-31|USD|219000000|492000000||82000000|141000000|331000000|640000000|73000000|19000000|148000000|-468000000|302000000|475000000|0|0||167000000|167000000||0|0||0||53000000||190000000|PPL
2022-09-30|USD|532000000|1000000||51000000|84000000|327000000|506000000|56000000|94000000|174000000|-503000000|-62000000|-478000000|0|0||167000000|167000000||0|850000000||0||-33000000||174000000|PPL
2022-06-30|USD|477000000|4000000||121000000|78000000|297000000|582000000|9000000|19000000|119000000|-4256000000|-134000000|3000000|0|0||147000000|147000000||0|0||0||-5181000000||119000000|PPL
2022-03-31|USD|502000000|3000000||63000000|89000000|278000000|427000000|38000000|-42000000|273000000|-427000000|603000000|916000000|0|0||306000000|306000000||0|0||0||678000000||273000000|PPL
