fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|479028000|285549000||40742000|-13070000|147790000|124624000|-13070000|24664000|322360000|-210070000|-1456057000||203553000|203553000||27519000|27519000|||600000000||-203553000||||276972000|WYNN
2024-09-30|USD|279321000|171368000||48004000|21225000|142600000|101354000|21225000|-7861000|-5415000|398138000|558054000||117451000|117451000||41919000|41919000|||871794000||-117451000||||-32053000|WYNN
2024-06-30|USD|352760000|158713000||-25359000|22719000|162200000|96234000|22719000|31557000|146273000|-104207000|-291428000||69424000|69424000||42167000|42167000|||0||-69424000||||111943000|WYNN
2024-03-31|USD|315094000|183812000||-139277000|-44352000|168450000|97717000|-44352000|-21728000|176498000|-167419000|-604363000||11374000|11374000||27959000|27959000||0|412000000||-10357000||||144216000|WYNN
2023-12-31|USD|441329000|291383000||109220000|94234000|130749000|50444000|94234000|28093000|773777000|-164155000|-191351000||141436000|141436000||28013000|28013000||0|0||-141436000||||729156000|WYNN
2023-09-30|USD|275811000|189966000||3410000|20024000|156000000|134117000|20024000|-33711000|-120541000|-634117000|-509048000|0|58925000|58925000||28011000|28011000||0|0||-58925000||||-116678000|WYNN
2023-06-30|USD|361248000|164388000||46144000|-1559000|154800000|126025000|-1559000|6881000|127835000|-412311000|-139810000|0|1260000|1260000||28534000|28534000||0|0||705000||-190873000||105184000|WYNN
2023-03-31|USD|169491000|181667000||-27160000|11048000|162863000|132207000|11048000|-7288000|1146000|-131950000|121003000|0|10834000|10834000||175000|175000||0|1200000000||-10834000||158544000||12332000|WYNN
2022-12-31|USD|81766000|206729000||111773000|9676000|151869000|15957000|9676000|-12538000|-33545000|1632652000|-33119000|0|8875000|8875000||129000|129000||2895000|0||-5980000||1681299000||32411000|WYNN
2022-09-30|USD|4413000|145542000||32267000|15492000|161700000|88757000|15492000|3251000|-207791000|-88301000|160347000|0|29319000|29319000||25000|25000||0|211435000||-29319000||-26017000||-142892000|WYNN
2022-06-30|USD|-40066000|158581000||-41364000|-3965000|154100000|98169000|-3965000|-6166000|-213422000|-98169000|-161778000|0|137638000|137638000||128000|128000||0|0||-137638000||-44727000||-130051000|WYNN
2022-03-31|USD|-117385000|133637000||-130222000|-11868000|183503000|97244000|-11868000|-4284000|-254610000|-97215000|10872000|0|11667000|11667000||1163000|175000||0|0||-11667000||-204653000|-925000|-183324000|WYNN
2021-12-31|USD|-5759000|176592000||-10118000|-288000|142209000|57828000|-288000|16878000|-256431000|-113283000|167567000|0|2838000|2838000||621000|621000||-837234000|199255000||-840072000||50214000||-177190000|WYNN
2021-09-30|USD|9975000|132451000||-1434000|-24070000|169700000|107043000|-24070000|-2558000|-245983000|-106856000|-225720000|0|6441000|6441000||544000|544000||0|1090968000||-6441000||-50703000|-3330000|-166249000|WYNN
2021-06-30|USD|27099000|155188000||32246000|30852000|176100000|77016000|30852000|-14408000|-173397000|-73648000|-44409000|0|207000|207000||93000|93000||-3000|-26000||-210000||27810000|2772000|-131369000|WYNN
