fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|1678000000|62000000||621000000|468000000|603000000|60000000|||767000000|-1089000000|-520000000||400000000|400000000||144000000|138000000|6000000||||-400000000||||767000000|HIG
2024-06-30|USD|1260000000|54000000||1037000000|1233000000|578000000|61000000|||738000000|-888000000|-480000000||350000000|350000000||145000000|140000000|5000000||||-350000000||||738000000|HIG
2024-03-31|USD|1097000000|52000000||870000000|884000000|563000000|50000000|||753000000|-435000000|-529000000||350000000|350000000||146000000|141000000|5000000||||-350000000||||753000000|HIG
2023-12-31|USD|1627000000|91000000||541000000|702000000|552000000|64000000|||6400000000|-1165000000|-454000000||350000000|350000000||134000000|129000000|5000000||||-303000000||||771000000|HIG
2023-09-30|USD|1771000000|52000000||547000000|391000000|535000000|52000000|||651000000|-1319000000|-489000000|0|350000000|350000000|0|137000000|131000000|6000000||0||-350000000|0|||651000000|HIG
2023-06-30|USD|-49000000|42000000||-30000000|1195000000|519000000|50000000|-313000000||547000000|499000000|-459000000|0|350000000|350000000|0|139000000|134000000|5000000||0||-350000000|0|-9000000||547000000|HIG
2023-03-31|USD|871000000|61000000||761000000|763000000|509000000|49000000|-305000000||535000000|-446000000|-545000000|0|350000000|350000000|0|139000000|134000000|5000000||0||-350000000|0|-120000000||535000000|HIG
2022-12-31|USD|1084000000|96000000||540000000|1269000000|493000000|53000000|-903000000||589000000|-572000000|-457000000|0|350000000|350000000|0|128000000|123000000|5000000||0||-324000000|0|55000000||592000000|HIG
2022-09-30|USD|1521000000|56000000||651000000|483000000|485000000|45000000|73000000||339000000|-1092000000|-480000000|0|350000000|350000000|0|132000000|126000000|6000000||0||-350000000|0|-51000000||340000000|HIG
2022-06-30|USD|974000000|49000000||559000000|751000000|470000000|46000000|-100000000||442000000|261000000|-1187000000|0|450000000|450000000|0|132000000|127000000|5000000||0||-450000000|0|48000000||444000000|HIG
2022-03-31|USD|429000000|67000000||449000000|559000000|458000000|31000000|-105000000||445000000|126000000|-586000000|0|400000000|400000000|0|135000000|130000000|5000000||0||-400000000|0|-31000000||443000000|HIG
2021-12-31|USD|1204000000|95000000||312000000|547000000|446000000|41000000|||729000000|-718000000|-618000000|0|500000000|500000000|0|125000000|120000000|5000000||0||-455000000|0|-133000000|-1000000|729000000|HIG
2021-09-30|USD|1292000000|58000000||774000000|572000000|437000000|45000000|-37000000||482000000|-1169000000|-30000000|0|511000000|511000000|0|129000000|123000000|6000000||0||-511000000|0|482000000|-6000000|482000000|HIG
2021-06-30|USD|838000000|49000000||334000000|684000000|434000000|24000000|-154000000||905000000|-129000000|-667000000|0|568000000|568000000|0|131000000|126000000|5000000||0||-568000000|0|905000000|4000000|905000000|HIG
2021-03-31|USD|759000000|58000000||996000000|445000000|434000000|23000000|-66000000||249000000|-450000000|-266000000|0|123000000|123000000|0|121000000|116000000|5000000||0||-123000000|0|40000000|-3000000|249000000|HIG
2020-12-31|USD|1216000000|103000000||407000000|730000000|436000000|36000000|-354000000||5328000000|-1059000000|-199000000|-76000000|0|0|0|121000000|116000000|5000000||0||0|0|5328000000|11000000|537000000|HIG
2020-09-30|USD|1388000000|59000000||422000000|213000000|439000000|27000000|-63000000||459000000|-1222000000|-252000000|-93000000|0|0|0|123000000|117000000|6000000||0||0|0|459000000|42000000|459000000|HIG
2020-06-30|USD|969000000|50000000|206000000|362000000|335000000|447000000|28000000|-48000000||468000000|-562000000|-300000000|-181000000|0|0|0|121000000|116000000|5000000||0||0|0|674000000|-36000000|468000000|HIG
