fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|1459000000|628500000|||||16900000|||902500000|-3770400000|348800000|119200000|306100000|306100000||165700000|165700000||24600000|0||-281500000||||905400000|PFG
2024-09-30|USD|1128000000|420700000||||9800000|17200000|||-193400000|2400000|227500000|-14600000|251800000|251800000||165100000|165100000||9200000|0||-242600000||||-220000000|PFG
2024-06-30|USD|1431700000|415700000||||10400000|17900000|||356800000|-287800000|-495700000|-2600000|250300000|250300000||165200000|165200000||21000000|0||-229300000||||353100000|PFG
2024-03-31|USD|584200000|413300000||||9500000|16800000|||532000000|-1343200000|219700000|-4100000|234200000|234200000||162400000|162400000||12900000|0||-221300000||||532500000|PFG
2023-12-31|USD|944000000|622100000||||272700000|27900000|||-839200000|-215000000|-585600000|39600000|250700000|250700000||159000000|159000000||14400000|0||-236300000||||-871700000|PFG
2023-09-30|USD|1050600000|382100000||||10000000|21800000|||1250100000|-49500000|-510700000|1100000|200800000|200800000||156100000|156100000||10000000|0||-190800000||||1246200000|PFG
2023-06-30|USD|1102500000|381500000||||9000000|20900000|||393700000|21700000|-1691200000|2000000|100400000|100400000||154900000|154900000||13600000|0||-86800000||-567000000||388800000|PFG
2023-03-31|USD|695300000|388400000||||8300000|31400000|||-134500000|-1104100000|201700000|-61200000|188500000|188500000||155500000|155500000||19800000|691500000||-168700000||-207100000||-140100000|PFG
2022-12-31|USD|1163200000|617000000||||162600000|30000000|||63500000|568500000|-1123300000|5800000|250400000|250400000||156200000|156200000||79700000|0||-170700000||608400000||38500000|PFG
2022-09-30|USD|1171000000|397100000||||-4000000|34600000|||1311600000|587900000|-692400000|1500000|459400000|459400000||157400000|157400000||53000000|0||-406400000||1066500000||1315700000|PFG
2022-06-30|USD|807200000|390800000||||218400000|26300000|||3133900000|-224700000|-150600000|-199600000|197200000|197200000||161700000|161700000||29400000|0||-167800000||5756200000||3118700000|PFG
2022-03-31|USD|31500000|387800000||||112100000|25400000|||343200000|126800000|250900000|193200000|754100000|754100000||167000000|167000000||19600000|0||-734500000||409200000||338700000|PFG
2021-12-31|USD|1147400000|602700000||||198400000|21000000|||505200000|-2826400000|865600000|10000000|352100000|352100000||168500000|168500000||29400000|0||-322700000||-813400000||471800000|PFG
2021-09-30|USD|973400000|360300000||||34300000|63100000|||364300000|-1924500000|1679100000|0|203500000|203500000||168200000|168200000||14400000|0||-189100000||637900000||359900000|PFG
2021-06-30|USD|992800000|363500000||||85200000|22900000|||371600000|76400000|-655300000|0|266100000|266100000||165200000|165200000||25600000|0||-240500000||1414500000||361800000|PFG
2021-03-31|USD|140800000|363000000||||73300000|22900000|||516300000|-1019200000|32100000|200000|115500000|115500000||152200000|152200000||17300000|0||-98200000||-846300000||517100000|PFG
