fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-10-31|USD|404200000|12000000||58800000|2400000|56600000|87000000|70100000|-44600000|-24500000|-53300000|-340700000|-217800000|100000|100000||114400000|114400000|||0||-100000||||-24500000|SJM
2024-07-31|USD|172900000|12400000||-122400000|94800000|129800000|123700000|-1600000|99000000|185000000|-172400000|-23000000|96200000|2600000|2600000||112100000|112100000|||0||-2600000||||185000000|SJM
2024-04-30|USD|428100000|13700000||103800000|48800000|121300000|130600000|-52300000|52400000|245100000|-103400000|-297900000|165000000|300000|300000||112000000|112000000|||0||2900000||||245100000|SJM
2024-01-31|USD|406500000|15100000||-27900000|-123500000|56400000|156900000|19500000|-131800000|120400000|-3567500000|-428200000|413200000|100000|100000||112300000|112300000|||800000000||-1300000||||120400000|SJM
2023-10-31|USD|176900000|12000000||-6700000|-14300000|41300000|148700000|-2600000|-4900000|194900000|-141800000|3349000000|0|400000|400000||108000000|108000000|||0||800000||||194900000|SJM
2023-07-31|USD|217900000|13000000||-51500000|80100000|90300000|150300000|-6100000|81400000|183600000|-151900000|-481300000|0|372000000|372000000||105200000|105200000|||0||-372000000||-415300000||183600000|SJM
2023-04-30|USD|443800000|12400000||79500000|26700000|90000000|145100000|64100000|-20000000|-600700000|563000000|-455200000|-700000|359500000|359500000||108400000|108400000|||0||-345700000||||-600700000|SJM
2023-01-31|USD|584600000|12700000||-25800000|-245900000|56000000|141900000|-76400000|-119200000|208500000|-97500000|-410600000|-303400000|100000|100000||108300000|108300000|||0||1600000||208500000||208500000|SJM
2022-10-31|USD|205000000|11800000||16300000|35300000|56000000|102100000|6900000|50800000|191100000|-137800000|-190700000|-88800000|100000|100000||108400000|108400000|||0||5100000||191100000||191100000|SJM
2022-07-31|USD|-39000000|81600000||82000000|306500000|111100000|88300000|80200000|223000000|109800000|-71500000|91900000|207000000|7800000|7800000||105100000|105100000|||0||-6900000||-18600000||109800000|SJM
2022-04-30|USD|393700000|17200000||167500000|84800000|111400000|173000000|-38200000|47700000|202100000|-223600000|-284100000|85900000|262700000|262700000||107000000|107000000|||0||-262600000||-114000000||202100000|SJM
2022-01-31|USD|439700000|11700000||10500000|-89000000|55800000|117300000|-94900000|-9800000|69700000|11100000|-321600000|-226100000|200000|200000||107000000|107000000|||0||12000000||69700000||69700000|SJM
2021-10-31|USD|165100000|11100000||-46100000|57000000|56000000|59200000|92700000|-5500000|206000000|-63000000|-115500000|-46200000|700000|700000||106900000|106900000|||0||-700000||206000000||206000000|SJM
2021-07-31|USD|137800000|11000000||-15400000|171200000|114400000|68000000|32900000|146300000|153900000|-80000000|-223300000|284000000|6800000|6800000||97200000|97200000|||0||-2800000||-165500000||153900000|SJM
2021-04-30|USD|291000000|26700000||85500000|22000000|111900000|108000000|-72400000|59500000|147000000|-108000000|-353300000|-84000000|174300000|174300000||98400000|98400000|||0||-170500000||-170300000||147000000|SJM
2021-01-31|USD|486300000|12100000||58100000|-12800000|57600000|69700000|26200000|-46600000|261500000|520000000|-914800000|-114100000|497900000|497900000||102400000|102400000|||0||-497900000||261500000||261500000|SJM
2020-10-31|USD|378700000|9900000||125100000|70100000|62100000|52400000|79300000|-1000000|230800000|-51700000|-318500000|-16100000|1600000|1600000||102300000|102300000|||0||-900000||230800000||230800000|SJM
