fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|611000000|||-59000000|-53000000|59000000|88000000|-22000000|-15000000|505000000|-85000000|148000000|500000000|227000000|227000000||115000000|115000000|||||-211000000||||486000000|GWW
2024-06-30|USD|411000000|||-194000000|4000000|60000000|76000000|42000000|5000000|490000000|-59000000|-372000000|2000000|244000000|244000000||101000000|101000000|||||-243000000||||470000000|GWW
2024-03-31|USD|661000000|||251000000|172000000|56000000|119000000|163000000|-76000000|497000000|-118000000|-391000000|1000000|268000000|268000000||105000000|105000000|||||-259000000||||478000000|GWW
2023-12-31|USD|604000000|||-163000000|-192000000|57000000|127000000|-253000000|58000000|412000000|-115000000|-439000000|0|344000000|344000000||92000000|92000000|||||-339000000||||395000000|GWW
2023-09-30|USD|523000000|||-27000000|23000000|56000000|125000000|48000000|-14000000|493000000|-116000000|-318000000|1000000|193000000|193000000||106000000|106000000|||0||-192000000||||476000000|GWW
2023-06-30|USD|450000000|||-15000000|98000000|55000000|95000000|141000000|-24000000|490000000|-95000000|-297000000|0|171000000|171000000||107000000|107000000|||0||-166000000||58000000||470000000|GWW
2023-03-31|USD|454000000|||-43000000|84000000|51000000|98000000|162000000|-4000000|508000000|-96000000|-224000000|6000000|142000000|142000000||87000000|87000000|||0||-119000000||134000000||488000000|GWW
2022-12-31|USD|360000000|||147000000|227000000|58000000|48000000|-51000000|159000000|397000000|-51000000|-304000000|0|220000000|220000000||85000000|85000000|||0||-215000000||5000000||384000000|GWW
2022-09-30|USD|380000000|||55000000|182000000|52000000|45000000|89000000|104000000|442000000|-40000000|-280000000|0|184000000|184000000||102000000|102000000|||0||-178000000||60000000||426000000|GWW
2022-06-30|USD|250000000|||4000000|230000000|55000000|106000000|135000000|84000000|389000000|-115000000|-229000000|0|120000000|120000000||99000000|99000000|||0||-111000000||389000000||371000000|GWW
