fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-12-31|USD|1611000000||0|359000000|481000000|344000000|562000000|412000000|11000000|1000000000|-4780000000|-2562000000|0||||579000000||||112000000||||||923000000|OKE
2024-09-30|USD|1251000000||0|13000000|-192000000|274000000|468000000|-77000000|-22000000|693000000|-498000000|5675000000|0||||578000000||||6982000000||||||693000000|OKE
2024-06-30|USD|1430000000||0|-229000000|-614000000|262000000|479000000|-378000000|-185000000|780000000|-756000000|-703000000|-140000000||||578000000||||0||||||780000000|OKE
2024-03-31|USD|596000000||0|-29000000|317000000|254000000|512000000|-6000000|179000000|639000000|-578000000|-291000000|320000000||||578000000||||0||||||639000000|OKE
2023-12-31|USD|1508000000||0|-100000000|-176000000|260000000|603000000|46000000|-222000000|688000000|-645000000|-809000000|0||||556000000||||0||||||688000000|OKE
2023-09-30|USD|920000000||0|481000000|447000000|177000000|398000000|303000000|144000000|454000000|-5406000000|4664000000|0|0|0||428000000|||0|5238000000||0||||454000000|OKE
2023-06-30|USD|772000000||0|-110000000|-147000000|170000000|305000000|-127000000|-20000000|468000000|-400000000|-946000000|0|0|0||428000000|||0|10000000||0||||468000000|OKE
2023-03-31|USD|1221000000||502000000|-333000000|-349000000|162000000|289000000|-329000000|-20000000|1049000000|47000000|-808000000|0|0|0||427000000|||0|50000000||0||||1049000000|OKE
2022-12-31|USD|1039955000||61000000|-322616000|-275823000|157132000|316016000|-172726000|-102851000|485221000|-275236000|-566883000|-901000000|0|0||418582000|||0|749393000||0||||484921000|OKE
2022-09-30|USD|616000000||0|-272195000|-79373000|157000000|326731000|-80000000|0|432000000|-321000000|-409000000|0|0|0||418000000|||0|0||0||||431751000|OKE
