fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|92781000|||12893000|27156000|38076000|48214000|542000|-438000|73278000|-38140000|-928882000||42040000|42040000||21287000|21287000|||||-42040000||||73278000|PAYC
2024-06-30|USD|132096000|||2432000|15820000|35614000|45607000|37000|-249000|67970000|29393000|-536543000||0|0||21191000|21191000|||||0||||67970000|PAYC
2024-03-31|USD|148636000|||9550000|54329000|32468000|47728000|3555000|-182000|247187000|42285000|376094000||0|0||21209000|21209000|||||0||||247187000|PAYC
2023-12-31|USD|134468000|||5127000|66528000|30989000|61122000|894000|151000|81757000|-61070000|163033000||211624000|211624000||21471000|21471000|||||-211624000||||81757000|PAYC
2023-09-30|USD|98578000|||6231000|29395000|28949000|52287000|-645000|-39000|75219000|-52264000|-203343000||0|0||21636000|21636000|||0||0||||75219000|PAYC
2023-06-30|USD|105888000||33000|-2201000|38003000|27738000|42804000|-1609000|49000|64516000|-42760000|-417353000||0|0||21731000|21731000|||0||0||||64516000|PAYC
2023-03-31|USD|146103000||78000|-1259000|37154000|26272000|40618000|-5041000|-385000|119296000|-40618000|183003000||0|0||21636000|21636000|||0||0||288488000||119296000|PAYC
2022-12-31|USD|128456000|||10922000|43101000|24916000|44757000|7947000|251000|79951000|8742000|453458000||0|0||21636000|21636000|||0||0||590656000||79951000|PAYC
2022-09-30|USD|67689000|||1635000|24462000|23560000|24320000|-5182000|-1193000|52153000|-9518000|-1676842000||0|0||||||0||0||-1618671000||52153000|PAYC
2022-06-30|USD|51727000|||6313000|36437000|22568000|33247000|2133000|1290000|57355000|45116000|-620897000||0|0||||||0||0||-524054000||57355000|PAYC
2022-03-31|USD|117231000|||8796000|52421000|21655000|34474000|8455000|-124000|91930000|-67626000|2098868000||0|0||||||0||0||2148473000||91930000|PAYC
2021-12-31|USD|89725000|||1230000|37036000|18968000|37974000|-3514000|-384000|48687000|-193692000|-1118275000||0|0||||||0||0||-1222242000||48687000|PAYC
2021-09-30|USD|83194000|||4811000|11549000|17321000|25486000|-6901000|-17000|30379000|-14195000|905364000||0|0||||||0||0||30379000||30379000|PAYC
2021-06-30|USD|56986000|||4929000|25329000|16017000|37402000|113000|-205000|52278000|-57238000|-306734000||0|0||||||0||0||52278000||52278000|PAYC
