fiscalDateEnding|reportedCurrency|operatingCashflow|paymentsForOperatingActivities|proceedsFromOperatingActivities|changeInOperatingLiabilities|changeInOperatingAssets|depreciationDepletionAndAmortization|capitalExpenditures|changeInReceivables|changeInInventory|profitLoss|cashflowFromInvestment|cashflowFromFinancing|proceedsFromRepaymentsOfShortTermDebt|paymentsForRepurchaseOfCommonStock|paymentsForRepurchaseOfEquity|paymentsForRepurchaseOfPreferredStock|dividendPayout|dividendPayoutCommonStock|dividendPayoutPreferredStock|proceedsFromIssuanceOfCommonStock|proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet|proceedsFromIssuanceOfPreferredStock|proceedsFromRepurchaseOfEquity|proceedsFromSaleOfTreasuryStock|changeInCashAndCashEquivalents|changeInExchangeRate|netIncome|ticker
2024-09-30|USD|618399000|151708000||55118000|-148259000|19909000|46983000|-90823000|-73623000|370919000|-60286000|-527229000|-1448000|535661000|535661000|||||10008000|||-525653000||||370919000|MNST
2024-06-30|USD|436291000|217899000||-100949000|-56704000|19438000|59768000|2146000|-100776000|425369000|938626000|-2355726000|-2373000|3114278000|3114278000|||||13701000|||-3100577000||||425369000|MNST
2024-03-31|USD|412142000|67423000||80044000|170031000|20475000|66044000|195081000|-22708000|442049000|-35322000|-84749000|-2896000|120245000|120245000|||||38392000|||-81853000||||442049000|MNST
2023-12-31|USD|434327000|77528000||-8009000|-26076000|18534000|111204000|-55646000|61898000|366979000|166628000|-108806000|-2641000|170872000|170872000|||||64707000|||-106165000||||366979000|MNST
2023-09-30|USD|520264000|119029000||-16087000|-56511000|17980000|27799000|-99004000|23281000|452694000|-201814000|-395973000|-4612000|397255000|397255000||5894000|5894000||5894000|||-391361000||||452694000|MNST
2023-06-30|USD|338687000|178433000||44991000|138097000|15576000|42325000|150296000|-57582000|413871000|-105443000|-31771000|610000|55699000|55699000||610000|610000||23318000|||-32381000||201473000||413871000|MNST
2023-03-31|USD|424475000|59486000||106197000|126758000|16808000|40100000|167512000|-35495000|397444000|-52766000|-6049000|-7271000|35126000|35126000||7271000|7271000||36348000|||1222000||365660000||397444000|MNST
2022-12-31|USD|298513000|84855000||-35830000|-29996000|15201000|52568000|-73466000|50572000|301674000|-103624000|-247663000|794000|277713000|277713000||794000|794000||29256000|||-248457000||-52774000||301674000|MNST
2022-09-30|USD|458523000|90330000||-33057000|-122047000|15608000|36712000|-86789000|-1936000|322387000|-52005000|-190322000|-5643000|196816000|196816000||5643000|5643000||12137000|||-184679000||216196000||322387000|MNST
2022-06-30|USD|131014000|98823000||38315000|244649000|15833000|69516000|154803000|90403000|273360000|297892000|-264730000|1470000|284312000|284312000|||||18112000|||-266200000||167648000||273360000|MNST
2022-03-31|USD|-351000|114609000||28518000|378612000|14599000|29930000|134433000|208673000|294203000|-303630000|-4223000|3454000|12187000|12187000|||||4510000|||-7677000||-311676000|-3472000|294203000|MNST
2021-12-31|USD|227759000|83042000||52481000|158555000|12301000|24111000|54519000|128379000|321314000|-610322000|13293000|4742000|12000|12000|||||8563000|||8551000||-386209000|-16939000|321314000|MNST
2021-09-30|USD|341396000|123883000||39296000|79629000|12355000|7894000|-39991000|96873000|337205000|-201538000|7236000|-5438000|0|0|||||12674000|||12674000||337205000|-18662000|337205000|MNST
2021-06-30|USD|411113000|94998000||45302000|105015000|12674000|9809000|92156000|12995000|403762000|-31079000|19993000|2667000|399000|399000|||||17725000|||17326000||403362000|5333000|403762000|MNST
2021-03-31|USD|175473000|122874000||56517000|212653000|12825000|15639000|147544000|39546000|315194000|-149083000|-5701000|957000|13419000|13419000|||||6761000|||-6658000||-1534000|-22223000|315194000|MNST
2020-12-31|USD|414927000|98858000||-6030000|68914000|11151000|5524000|-81619000|9186000|471736000|-331973000|6810000|-586000|0|0|||||7396000|||7396000||690684000|15919000|690684000|MNST
2020-09-30|USD|508778000|93622000||27904000|-62577000|13822000|19547000|-30105000|-25309000|347654000|-391208000|20730000|-820000|148000|148000|||||21698000|||21550000||347554000|15104000|347654000|MNST
2020-06-30|USD|249326000|85996000||-18804000|77124000|15511000|31082000|84122000|-13144000|311369000|-29282000|-7640000|-947000|36560000|36560000|||||29867000|||-6693000||311369000|7086000|311369000|MNST
2020-03-31|USD|191132000|81098000||52084000|156626000|16546000|11119000|147660000|-1037000|278835000|279976000|-545968000|-733000|559210000|559210000||733000|733000||13975000|||-545235000||-96121000|-21261000|278835000|MNST
2019-12-31|USD|292693000|68005000||-47958000|-79529000|12884000|60528000|-113427000|40275000|254954000|1461000|-223189000|-728000|229579000|229579000|||||7118000|||-222461000||80340000|9375000|610768000|MNST
2019-09-30|USD|366284000|94821000||29340000|-3417000|14521000|28793000|-24555000|23442000|298923000|-272143000|-253963000|-3766000|254308000|254308000|||||4111000|||-250197000||313444000|-10808000|298923000|MNST
2019-06-30|USD|331389000|53420000||36188000|50935000|15629000|12592000|87967000|-2499000|292473000|-102821000|36668000|-8682000|621000|621000|||||45971000|||45350000||307502000|4667000|292473000|MNST
2019-03-31|USD|123396000|82017000||4040000|186674000|14870000|8485000|116426000|24004000|261485000|46779000|-188022000|-393000|222792000|222792000||393000|393000||35163000|||-187629000||-19169000|-1322000|261485000|MNST
2018-12-31|USD|340521000|66406000||-30962000|-135383000|14510000|25063000|-133313000|15808000|239107000|118808000|-533961000|-404000|536927000|536927000|||||3370000|||-533557000||-76201000|-1569000|552201000|MNST
2018-09-30|USD|320060000|92613000||36349000|30127000|14285000|15243000|27314000|-12415000|267732000|-272030000|10355000|-510000|0|0|||||10865000|||10865000||54027000|-4358000|267733000|MNST
2018-06-30|USD|352389000|26569000||50256000|37319000|14194000|21570000|81670000|11479000|270115000|350304000|-546513000|-429000|553199000|553199000|||||7115000|||-546084000||148327000|-7853000|270116000|MNST
2018-03-31|USD|148911000|15239000||-44144000|50929000|13991000|13049000|72699000|11274000|216050000|75874000|-245992000|-543000|251950000|251950000||543000|543000||6501000|||-245449000||-17262000|3945000|216050000|MNST
2017-12-31|USD|197674000|95530000||-22023000|43029000|13783000|25390000|-82687000|42167000|201322000|-48136000|-86860000|-705000|112005000|112005000|||||25850000|||-86155000||63063000|385000|503610000|MNST
2017-09-30|USD|256835000|137958000||29050000|60298000|12329000|27261000|-4313000|21841000|218743000|-328725000|-241732000|-544000|248871000|248871000|||||7683000|||-241188000||-312096000|1526000|218744000|MNST
2017-06-30|USD|340258000|89964000||18175000|-63673000|11593000|20536000|-42381000|17066000|222633000|-148378000|4600000|-634000|238000|238000|||||5472000|||5234000||201318000|4838000|222633000|MNST
2017-03-31|USD|192964000|66113000||-22489000|-13881000|11183000|19941000|-7441000|7793000|177980000|-6302000|12857000|-700000|64000|64000||700000|700000||13621000|||13557000||198755000|-764000|177980000|MNST
2016-12-31|USD|280653000|1917000||10487000|-107370000|10971000|33555000|-13851000|-2520000|172947000|10526000|-244834000|-628000|249996000|249996000|||||5790000|||-244206000||36056000|-10289000|498113000|MNST
2016-09-30|USD|173147000|114213000||111891000|114683000|10424000|49088000|-3070000|-6742000|191643000|-269344000|1629000|-632000|187000|187000|||||2448000|||2261000||-93243000|1325000|191643000|MNST
2016-06-30|USD|27972000|178009000||-78322000|23334000|10306000|12147000|44753000|-19252000|184219000|-231647000|-1996726000|-577000|2000238000|2000238000|||||4089000|||-1996149000||-2093340000|-2963000|184219000|MNST
2016-03-31|USD|53030000|137202000||16626000|89565000|9024000|10547000|58550000|7639000|163877000|234272000|-1994986000|-522000|2016000|2016000||522000|522000||4078000|||2062000||352692000|7321000|163877000|MNST
2015-12-31|USD|-127902000|94575000||59794000|-143638000|9103000|11514000|-55283000|-2008000|138742000|808724000|-347573000|-276000|48993000|48993000|||||5610000|||-43383000||934700000|-1354000|403360000|MNST
2015-09-30|USD|174574000|68491000||344916000|20206000|8506000|11586000|37379000|-19843000|174574000|-302791000|-10000|-277000|346757000|346757000|||||1931000|||-344826000||-455578000|1378000|174574000|MNST
2015-06-30|USD|229004000|169241000||32491000|97545000|6780000|13154000|27097000|2372000|229004000|-235507000|1624484000|-334000|160835000|160835000|||||1670001000|||1509166000||1333508000|2311000|229004000|MNST
2015-03-31|USD|-174805000|207387000||3790000|114078000|6470000|6239000|68138000|26547000|4414000|129640000|-47780000|-196000|251382000|251382000|||||19119000|||-232263000||-7536000|-7641000|4414000|MNST
2014-12-31|USD|331784000|57551000||-26813000|-75264000|6527000|10298000|-31469000|-29463000|331784000|-217421000|2149000|-303000|49000|49000|||||2118000|||2069000||-38000000|-1246000|331784000|MNST
2014-09-30|USD|127730000|98683000||-15797000|-44618000|6130000|5163000|-53952000|236000|121600000|-114964000|-8100000|-343000|8067000|8067000|||||7334000|||-733000||35272000|-4998000|121600000|MNST
2014-06-30|USD|147547000|110614000||8986000|58120000|6544000|6136000|57167000|3874000|141003000|-64074000|-40000|-353000|39000|39000|||||1988000|||1949000||-39640000|233000|141003000|MNST
2014-03-31|USD|136402000|12361000||48256000|32244000|6453000|9766000|42544000|-17410000|95250000|-43944000|7690000|-620000|20000|20000|||||5728000|||5708000||14195000|523000|95250000|MNST
2013-12-31|USD|277160000|77218000||-106822000|-95300000|6318000|10324000|-61640000|-25135000|277160000|-93111000|-51611000|-565000|54198000|54198000|||||3054000|||-51144000||-140175000|2853000|277160000|MNST
2013-09-30|USD|98283000|15835000||65502000|16891000|6108000|14015000|-327000|12715000|92187000|-176117000|2744000|-528000|5000|5000|||||1910000|||1905000||98283000|439000|92187000|MNST
2013-06-30|USD|112138000|105778000||39805000|53111000|5277000|15504000|35280000|19892000|106873000|-55165000|42081000|-498000|35000|35000|||||13907000|||13872000||112138000|563000|106873000|MNST
2013-03-31|USD|45893000|5844000||32866000|94377000|5060000|12094000|69713000|14080000|63496000|-15415000|-11100000|-296000|13361000|13361000|||||2381000|||-10980000||40038000|641000|63496000|MNST
2012-12-31|USD|243887000|45778000||-27842000|-39180000|5334000|18933000|-52761000|8922000|243887000|192897000|-323340000|-454000|340894000|340894000|||||2647000|||-338247000||243887000|276000|243887000|MNST
2012-09-30|USD|91297000|69152000||-15882000|-22439000|5155000|7920000|-17300000|-5643000|86142000|136499000|-384003000|-531000|0|0|||||1931000|||-384845000||91297000|3411000|86142000|MNST
2012-06-30|USD|114908000|91834000||7919000|63744000|5113000|7092000|53966000|10161000|109795000|-37533000|5664000|-481000|0|0|||||3715000|||3715000||114908000|-13701000|109795000|MNST
2012-03-31|USD|36770000|23505000||54428000|67738000|4956000|15291000|33867000|34128000|76099000|-20014000|2604000|-610000|0|0|||||2722000|||2722000||64214000|12747000|76099000|MNST
2011-12-31|USD|214244000|32240000||9197000|17109000|4880000|6568000|17555000|-7368000|214244000|-2365000|-25128000|-764000|27349000|27349000|||||2524000|||-24825000||214244000|-1157000|214244000|MNST
2011-09-30|USD|86876000|52289000||3310000|-16248000|4484000|8420000|-22065000|9381000|82392000|-135731000|-101958000|-482000|110181000|110181000|||||6486000|||-103695000||-131040000|-2388000|82392000|MNST
2011-06-30|USD|100353000|60566000||3983000|-4603000|4091000|7177000|13657000|-17096000|84248000|13574000|7568000|-447000|0|0|||||7061000|||7061000||122692000|1197000|84248000|MNST
2011-03-31|USD|23613000|2880000||25539000|71168000|3581000|8519000|47605000|19548000|55043000|-48505000|-34674000|-249000|38862000|38862000|||||4247000|||-34615000||-59337000|229000|55043000|MNST
2010-12-31|USD|58229000|39217000||-7449000|-23418000|3278000|5676000|-29960000|4362000|49132000|-225958000|11987000|-112000|||||||9917000|||9917000||-154787000|955000|164410000|MNST
2010-09-30|USD|44092000|59580000||-21004000|7236000|3001000|6073000|2593000|7854000|66496000|44596000|9365000|-69000|||||||5886000|||5886000||99718000|1665000|66496000|MNST
2010-06-30|USD|58720000|||||2809000|5780000||21379000|63838000|-43000|-22950000||||||||497000|||5021000||34003000|-1724000|63838000|MNST
2010-03-31|USD|68003000|||||2640000|4868000||11378000|32563000|-31105000|10836000||||||||4524000|||-35216000||47559000|-175000|32563000|MNST
2009-12-31|USD|33010000|||||1910000|8855000||-15661000|53357000|11370000|-33779000||||||||765000|||-35216000||10692000|91000|53357000|MNST
2009-09-30|USD|92195000|||||1682000|7837000||6166000|56505000|-7492000|-50846000||||||||399000|||||34374000|517000|56504000|MNST
2009-06-30|USD|34695000|||||1190000|8063000||-6860000|57289000||707000|||||||||||||||57290000|MNST
