fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|56800000|1952400000|1895600000|586700000|389000000|746900000|108500000|1439600000||-61900000||61900000|2014300000|-38100000||562000000|288400000|48900000||239500000|178900000|389000000|951000000|239500000|ZBH
2024-09-30|USD|380400000|1776900000|1396500000|538600000|279500000|709700000|111600000|973300000||-54300000||54300000|1831200000|5100000||148200000|230200000|-18900000||249000000|242100000|279500000|427700000|249100000|ZBH
2024-06-30|USD|444200000|1878900000|1434700000|553600000|351300000|737100000|109400000|993900000||-51100000||51100000|1930000000|2000000||144000000|301900000|59100000||242800000|258900000|351300000|495300000|242800000|ZBH
2024-03-31|USD|435700000|1826300000|1390600000|512300000|265900000|736200000|107900000|987200000||-50700000||50700000|1877000000|-100000||142100000|214700000|42300000||172400000|152200000|265900000|408000000|172400000|ZBH
2023-12-31|USD|95100000|1891300000|1796200000|538800000|354200000|722300000|113300000|1388500000||-50300000||50300000|1941600000|-19600000||535100000|284000000|-135200000||419200000|414700000|354200000|889300000|419200000|ZBH
2023-09-30|USD|354700000|1693200000|1338500000|518600000|266600000|674900000|116900000|939500000||-51100000|51100000|51100000|1744300000|3800000||145000000|219100000|56400000||162700000|154000000|266600000|411600000|162700000|ZBH
2023-06-30|USD|414300000|1803800000|1389500000|525500000|329600000|725800000|118100000|979900000||-51600000|51600000|51600000|1855400000|-1200000||138200000|276500000|66900000||209600000|209800000|329600000|467800000|209600000|ZBH
2023-03-31|USD|433100000|1783200000|1350100000|500800000|327300000|715900000|110400000|963000000||-48200000|48200000|48200000|1831400000|7700000||133400000|286600000|54100000||232500000|233800000|327300000|460700000|232500000|ZBH
2022-12-31|USD|-294400000|1773900000|2068300000|520300000|-28300000|727100000|108000000|1687200000||-42600000|42600000|42600000|1816500000|-3900000||531100000|-75100000|55400000||-130500000|-64900000|-28300000|502800000|-130500000|ZBH
2022-09-30|USD|358300000|1632900000|1274600000|488200000|245300000|654900000|101700000|888100000||-42300000|42300000|42300000|1675200000|-25400000||131500000|177400000|-16600000||194000000|141600000|245300000|376800000|194000000|ZBH
