fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|818200000|1825300000|1482400000|1006300000|344800000|473400000||476800000||-500000|1200000|1700000|1825300000||41700000|2700000|344300000|82200000|1700000|262100000|227700000|344800000|347500000|262100000|FAST
2024-09-30|USD|858600000|1911500000|1524700000|1051600000|388100000|470500000||472200000||-500000|1300000|1800000|1911500000||41800000|2600000|387600000|89500000|1800000|298100000|315500000|388100000|390700000|298100000|FAST
2024-06-30|USD|863500000|1917300000|1532000000|1052700000|386900000|476600000||478500000||-500000|1300000|1800000|1917300000||41000000|2700000|386400000|93700000|1800000|292700000|284900000|386900000|389600000|292700000|FAST
2024-03-31|USD|861600000|1893700000|1507600000|1033500000|390200000|471400000||472600000||-2000000|1600000|2000000|1895700000||40200000|2700000|389800000|92100000|2000000|297700000|285800000|391800000|394500000|297700000|FAST
2023-12-31|USD|799400000|1758300000|1407500000|959200000|353800000|445600000||447500000||-1900000|2300000|1900000|1760200000||40500000|2700000|354200000|87800000|1900000|266400000|283100000|356100000|358800000|266400000|FAST
2023-09-30|USD|847600000|1845300000|1461800000|998300000|386700000|460900000||463200000||-2100000|800000|2100000|1847400000||42100000|2600000|385400000|89900000|2100000|295500000|280900000|387500000|390100000|295500000|FAST
2023-06-30|USD|857500000|1880800000|1490900000|1025600000|394900000|462600000||466300000||-2900000|600000|2900000|1883700000|600000|42200000|2700000|392600000|94600000|2900000|298000000|301600000|395500000|398200000|298000000|FAST
2023-03-31|USD|850000000|1855800000|1468600000|1009100000|393200000|456800000||457500000||-3900000|400000|3900000|1859700000|400000|41800000|2700000|389700000|94600000|3900000|295100000|299400000|393600000|396300000|295100000|FAST
2022-12-31|USD|768400000|1690700000|1365300000|927200000|332900000|435500000||437100000||-5000000|300000|5000000|1695700000|300000|42100000|2600000|328200000|82600000|5000000|245600000|267900000|333200000|335800000|245600000|FAST
2022-09-30|USD|826500000|1799400000|1425900000|975900000|379200000|447300000||447600000||-4100000|200000|4100000|1803500000|200000|41400000|2700000|375300000|90700000|4100000|284600000|251900000|379400000|382100000|284600000|FAST
2022-06-30|USD|827600000|1777000000|1397900000|951000000|383400000|444200000||446400000||-2800000|100000|2800000|1779800000|100000|41200000|2700000|380700000|93600000|2800000|287100000|261100000|383500000|386200000|287100000|FAST
2022-03-31|USD|793300000|1698200000|1348800000|910800000|358000000|435300000||441200000||-2400000|100000|2400000|1700600000|100000|41200000|2700000|355700000|86100000|2400000|269600000|271900000|358100000|360800000|269600000|FAST
2021-12-31|USD|712900000|1529500000|1233700000|819000000|300900000|412000000||416400000||-2400000||2400000|1531900000||40900000|2700000|298500000|67300000|2400000|231200000|230100000|300900000|303600000|231200000|FAST
2021-09-30|USD|720200000|1551800000|1235800000|834000000|318400000|401800000||401800000||-2400000|100000|2400000|1554200000|100000|40100000|2700000|316100000|72600000|2400000|243500000|232700000|318500000|321200000|243500000|FAST
2021-06-30|USD|700700000|1505100000|1189900000|807000000|317800000|382900000||382900000||-2600000||2600000|1507700000||39600000|2700000|315200000|75500000|2600000|239700000|246500000|317800000|320500000|239700000|FAST
2021-03-31|USD|643400000|1415200000|1139400000|773600000|280300000|363100000||365100000||-2400000||2400000|1417600000||39300000|2700000|277900000|67300000|2400000|210600000|206200000|280300000|283000000|210600000|FAST
2020-12-31|USD|618800000|1358000000|1096600000|739200000|264400000|354400000||358800000||-2500000|300000|2500000|1358000000|300000|39300000|2700000|262200000|66100000|2500000|262200000|216700000|264700000|267400000|196100000|FAST
2020-09-30|USD|640600000|1411700000|1124200000|772700000|290100000|350500000||350500000||-2600000|100000|2600000|1414300000|100000|38400000|2700000|287600000|66100000|2600000|221500000|232600000|290200000|292900000|221500000|FAST
2020-06-30|USD|671600000|1506300000|1192700000|837400000|316000000|355600000||355600000||-2400000|100000|2400000|1508700000|100000|38000000|2700000|313700000|74800000|2400000|238900000|249400000|316100000|318800000|238900000|FAST
2020-03-31|USD|636800000|1365200000|1097100000|730200000|271300000|365500000||368400000||-2200000|100000|2200000|1367400000|100000|37600000|1000000|269200000|66600000|2200000|202600000|177600000|271400000|272400000|202600000|FAST
