fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|-2240000000|4546000000|6786000000||-2939000000|||699000000|-25000000|||110000000|3461000000||||186000000|-1000000||189000000|58000000|296000000||187000000|L
2024-09-30|USD|-29000000|4466000000|4495000000||-959000000|||930000000|-24000000|||114000000|3276000000||||526000000|125000000||425000000|1046000000|640000000||401000000|L
2024-06-30|USD|68000000|4267000000|4199000000||-900000000|||968000000|-24000000|||114000000|3209000000||||481000000|112000000||395000000|390000000|595000000||369000000|L
2024-03-31|USD|173000000|4231000000|4058000000||-707000000|||880000000|-24000000|||103000000|3151000000||||601000000|144000000||485000000|550000000|704000000||457000000|L
2023-12-31|USD|-372000000|4258000000|4630000000||-1890000000|||1518000000|-27000000|-96000000||96000000|3187000000||||582000000|136000000|96000000|477000000|1422000000|678000000||446000000|L
2023-09-30|USD|-152000000|3926000000|4078000000||-1012000000|||860000000|-23000000|-94000000||94000000|2943000000||||333000000|80000000|94000000|276000000|1000000|427000000||253000000|L
2023-06-30|USD|-27000000|3934000000|3961000000||-835000000|||808000000|-23000000|-91000000||91000000|2899000000||||480000000|120000000|91000000|388000000|262000000|571000000||360000000|L
2023-03-31|USD|98000000|3783000000|3685000000||-683000000|||781000000|-21000000|-95000000||95000000|2819000000||||490000000|115000000|95000000|404000000|633000000|585000000||375000000|L
2022-12-31|USD|-546000000|3793000000|4339000000||-2033000000|||1487000000|-22000000|-94000000||94000000|2779000000||||686000000|141000000|94000000|388000000|-566000000|780000000||355000000|L
2022-09-30|USD|-252000000|3461000000|3713000000||-1012000000|||760000000|-21000000|-92000000||92000000|2721000000||||-20000000|2000000|92000000|143000000|-788000000|72000000||-22000000|L
2022-06-30|USD|-152000000|3388000000|3540000000||-867000000|||715000000|-22000000|-96000000||96000000|2660000000||||215000000|48000000|96000000|202000000|-532000000|311000000||167000000|L
2022-03-31|USD|148000000|3402000000|3254000000||-543000000|||691000000|-19000000|-96000000||96000000|2575000000||||409000000|87000000|96000000|370000000|-574000000|505000000||322000000|L
2021-12-31|USD|-576000000|3661000000|4237000000||-1857000000|||1281000000|-19000000|-100000000||100000000|2605000000||||431000000|88000000|100000000|371000000|338000000|531000000||343000000|L
2021-09-30|USD|-261000000|3371000000|3632000000||-899000000|||638000000|-18000000|-99000000||99000000|2484000000||||278000000|58000000|99000000|246000000|84000000|377000000||220000000|L
2021-06-30|USD|554000000|4003000000|3449000000||-102000000|||656000000|-18000000|-100000000||100000000|2431000000||||973000000|219000000|100000000|793000000|1047000000|1073000000||754000000|L
2021-03-31|USD|251000000|3622000000|3371000000||-663000000|||914000000|-20000000|-125000000||125000000|2659000000||||375000000|114000000|125000000|293000000|-286000000|500000000||261000000|L
2020-12-31|USD|3709000000|3709000000|4866000000||3709000000|||2480000000|-18000000|-111000000||111000000|2664000000||||508000000|111000000|111000000|3709000000|740000000|619000000||397000000|L
2020-09-30|USD|-201000000|3465000000|3666000000||-1077000000|||876000000|-19000000|-137000000||137000000|2522000000||||160000000|21000000|137000000|162000000|372000000|297000000||139000000|L
2020-06-30|USD|-1316000000|2310000000|3626000000||-2308000000|||992000000|-18000000|-123000000||123000000|2467000000||||-1063000000|-228000000|123000000|-846000000|263000000|-940000000||-835000000|L
2020-03-31|USD|-95000000|3099000000|3194000000||-2121000000|||2026000000|-21000000|-144000000||144000000|2828000000||||-709000000|-77000000|144000000|-1044000000|-1657000000|-565000000||-632000000|L
2019-12-31|USD|3876000000|3876000000|4684000000|281000000|3876000000|||2415000000|-19000000|-142000000||142000000|2926000000||||282000000|65000000|142000000|3876000000|132000000|424000000||217000000|L
2019-09-30|USD|-176000000|3675000000|3851000000|278000000|-1410000000|||1234000000|-19000000|-144000000||144000000|2830000000||||93000000|21000000|144000000|39000000|86000000|237000000||72000000|L
2019-06-30|USD|318000000|3623000000|3305000000|263000000|-913000000|||1231000000|-18000000|-164000000||164000000|2769000000||||299000000|50000000|164000000|225000000|642000000|463000000||249000000|L
2019-03-31|USD|441000000|3757000000|3316000000|260000000|-708000000|||1149000000|-19000000|-141000000||141000000|2770000000||||506000000|112000000|141000000|396000000|884000000|647000000||394000000|L
2018-12-31|USD|3287000000|3287000000|5565000000|247000000|3287000000|||1626000000|-16000000|-144000000||144000000|2062000000||||-186000000|-21000000|144000000|3287000000|-287000000|-42000000||-165000000|L
2018-09-30|USD|647000000|3608000000|2961000000|235000000|-812000000|||1459000000|-14000000|-146000000||146000000|3062000000||||343000000|65000000|146000000|289000000|145000000|489000000||278000000|L
2018-06-30|USD|577000000|3590000000|3013000000|225000000|-877000000|||1454000000|-16000000|-143000000||143000000|3028000000||||289000000|59000000|143000000|248000000|51000000|432000000||230000000|L
2018-03-31|USD|607000000|3581000000|2974000000|216000000|-793000000|||1400000000|-15000000|-141000000||141000000|3053000000||||318000000|25000000|141000000|380000000|-70000000|459000000||293000000|L
2017-12-31|USD|3555000000|3555000000|4151000000|-299000000|3555000000|||2310000000|-15000000|-142000000||142000000|1829000000||||411000000|-70000000|142000000|3555000000|423000000|553000000||481000000|L
2017-09-30|USD|54000000|3521000000|3467000000|198000000|-993000000|||1047000000|-15000000|-223000000||223000000|1806000000||||209000000|52000000|223000000|212000000|225000000|432000000||157000000|L
2017-06-30|USD|291000000|3359000000|3068000000|196000000|-794000000|||1085000000|-15000000|-139000000||139000000|1734000000||||300000000|69000000|139000000|278000000|344000000|439000000||231000000|L
2017-03-31|USD|205000000|3300000000|3095000000|204000000|-641000000|||846000000|-14000000|-142000000||142000000|1645000000||||414000000|119000000|142000000|391000000|369000000|556000000||295000000|L
2016-12-31|USD|3338000000|3338000000|3891000000|-327000000|3338000000|||1667000000|-16000000|-133000000||133000000|1707000000||||339000000|49000000|133000000|350000000|-77000000|472000000||290000000|L
2016-09-30|USD|382000000|3287000000|2905000000|187000000|-516000000|||898000000|-14000000|-130000000||130000000|1767000000||||490000000|163000000|130000000|393000000|352000000|620000000||327000000|L
2016-06-30|USD|126000000|3307000000|3181000000|198000000|-1485000000|||1611000000|-15000000|-130000000||130000000|1730000000||||-53000000|12000000|130000000|-288000000|180000000|77000000||-65000000|L
2016-03-31|USD|-163000000|3173000000|3336000000|213000000|-1070000000|||907000000|-14000000|-143000000||143000000|1699000000||||98000000|-4000000|143000000|199000000|333000000|241000000||102000000|L
2015-12-31|USD|3333000000|3333000000|4577000000|257000000|3333000000|||2437000000|-17000000|-127000000||127000000|1740000000||||-414000000|-213000000|127000000|-201000000|-535000000|-287000000||-201000000|L
2015-09-30|USD|174000000|3169000000|2995000000|276000000|-724000000|||898000000|-17000000|-128000000||128000000|1751000000||||248000000|66000000|128000000|182000000|106000000|376000000||182000000|L
2015-06-30|USD|-161000000|3435000000|3596000000|344000000|-1040000000|||879000000|-15000000|-134000000||134000000|1735000000||||218000000|48000000|134000000|170000000|-75000000|352000000||170000000|L
2015-03-31|USD|-227000000|3478000000|3705000000|351000000|-1849000000|||1622000000|-14000000|-131000000||131000000|1687000000||||165000000|56000000|131000000|109000000|126000000|296000000||109000000|L
2014-12-31|USD|3605000000|3521000000|-84000000|359000000|3689000000|-84000000||-84000000|-17000000|-129000000||129000000|1326000000||||318000000|110000000|129000000|215000000|-150000000|447000000||208000000|L
2014-09-30|USD|-26000000|3523000000|3549000000|400000000|-1112000000|||1086000000|-14000000|-121000000||121000000|1803000000||||307000000|99000000|121000000|179000000|39000000|428000000||208000000|L
2014-06-30|USD|311000000|3593000000|3282000000|395000000|-3465000000|-86000000||858000000|-14000000|-126000000||126000000|1808000000||||261000000|145000000|126000000|303000000|360000000|387000000||116000000|L
2014-03-31|USD|450000000|3688000000|3293000000|370000000|-3777000000|||1083000000|-13000000|-124000000|-2000000|122000000|1814000000||||162000000|103000000|124000000|265000000|283000000|284000000||59000000|L
2013-12-31|USD|3890000000|3782000000|4411000000|409000000|3890000000|||1862000000|-16000000|-113000000|-4000000|109000000|1892000000||||-20000000|178000000|113000000|248000000|121000000|89000000||-198000000|L
2013-09-30|USD|374000000|3597000000|3330000000|420000000|-3786000000|||1102000000|-14000000|-109000000|-4000000|105000000|1808000000||||437000000|155000000|109000000|318000000|265000000|542000000||282000000|L
2013-06-30|USD|298000000|3616000000|3427000000|369000000|-3713000000|||982000000|-14000000|-112000000|-4000000|108000000|1797000000||||432000000|163000000|112000000|261000000|-262000000|540000000||269000000|L
2013-03-31|USD|338000000|3618000000|3396000000|375000000|-4029000000|||1266000000|641000000|-108000000||108000000|1751000000||||351000000|109000000|108000000|322000000|130000000|459000000||242000000|L
2012-12-31|USD|3705000000|3705000000|3766000000|377000000|3705000000|||1491000000|555000000|-109000000|-14000000|95000000|1819000000||||144000000|176000000|109000000|10606000000|-320000000|239000000||-32000000|L
2012-09-30|USD|520000000|3715000000|3195000000|358000000|-4182000000|||1522000000|682000000|-109000000||109000000|1764000000||||276000000|99000000|109000000|-3586000000|393000000|385000000||177000000|L
2012-06-30|USD|447000000|3388000000|2941000000|405000000|-3973000000|||1352000000|386000000|-111000000||111000000|1673000000||||72000000|16000000|111000000|-3588000000|148000000|183000000||56000000|L
2012-03-31|USD|955000000|3744000000|2789000000|397000000|-2894000000|||957000000|726000000|-111000000||111000000|1649000000||||589000000|222000000|111000000|-2376000000|636000000|700000000||367000000|L
2011-12-31|USD|3479000000|3481000000|2855000000||3479000000|||1013000000|2108000000|-116000000||116000000|1661000000||||341000000|70000000|116000000|268000000|-82000000|457000000||271000000|L
2011-09-30|USD|561000000|3438000000|2877000000||-3240000000|||928000000|-15000000|-126000000||126000000|1732000000||||285000000|123000000|126000000|162000000|325000000|411000000||162000000|L
2011-06-30|USD|746000000|3542000000|2796000000||-3064000000|||948000000|-15000000|-129000000||129000000|1595000000||||394000000|144000000|129000000|252000000|519000000|523000000||250000000|L
2011-03-31|USD|940000000|3668000000|2728000000||-2652000000|||836000000|-15000000|-151000000||151000000|1615000000||||574000000|195000000|151000000|382000000|443000000|725000000||379000000|L
