fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|2842844000|2845608000|2764000|2125633000|2841780000|180584000||1064000||-7013000||6820000|8231000|||1064000|572634000|115202000|368000|2726210000|2726210000|579454000|580518000|457432000|NVR
2024-09-30|USD|2731968000|2732951000|983000|2051087000|2730985000|176094000||983000||-7046000||7121000|61467000|||983000|538612000|109289000|350000|2621346000|2621346000|545733000|546716000|429323000|NVR
2024-06-30|USD|2611690000|2612457000|767000|1947616000|2610923000|166564000||767000||-7201000||7201000|55098000|||767000|533568000|132664000|7201000|2478259000|2478259000|540769000|541536000|400904000|NVR
2024-03-31|USD|2332901000|2333463000|562000|1726213000|2332339000|175861000||562000||-6826000||6826000|82295000|||562000|470692000|76423000|6826000|2255916000|2255916000|477518000|478080000|394269000|NVR
2023-12-31|USD|2396682000|2432570000|35888000|1812968000|2358894000|175623000||37788000||-6674000||6674000|81571000|||526000|484047000|73972000|6674000|2284922000|2284922000|490721000|491247000|410075000|NVR
2023-09-30|USD|2568505000|2569025000|520000|1902174000|2567985000|166765000||520000||-7027000|6896000|7027000|14600000|||520000|539340000|106183000|7027000|2461802000|2461802000|546367000|546887000|433157000|NVR
2023-06-30|USD|2328344000|2338330000|9986000|1728146000|2318358000|9475000||9986000||-6795000|6795000|6795000|44164000|||511000|471176000|67149000|6795000|2251209000|2251209000|477971000|478482000|404027000|NVR
2023-03-31|USD|2168635000|2178277000|9642000|1607910000|2158993000|9140000||9642000||-7258000|7258000|7258000|72021000|||502000|433810000|89458000|7258000|2069535000|2069535000|441068000|441570000|344352000|NVR
2022-12-31|USD|-1000000|2712182000|1000000|1993722000|-2000000|8416000||1000000||-6899000|6899000|6899000|53219000|||490000|574722000|119954000|6899000|-2000000|-2000000|581621000|582111000|454768000|NVR
2022-09-30|USD|2766989000|2776900000|9911000|2092457000|2757078000|9422000||9911000||-7202000|7202000|7202000|-3606000|||489000|538515000|127122000|7202000|2629956000|2629956000|545717000|546206000|411393000|NVR
