fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|377600000|885200000|783100000|595300000|195100000|160700000|21800000|208800000||-15200000||15200000|972900000|4500000|15000000|13900000|184400000|18000000||166400000|140300000|195100000|209000000|166400000|PNR
2024-09-30|USD|393200000|993400000|600200000|600200000|179900000|190400000|22900000|255100000||-19800000||19800000|993400000|100000|14900000|13500000|160200000|20600000||139600000|136400000|179900000|193400000|139600000|PNR
2024-06-30|USD|437900000|1099300000|661400000|661400000|248000000|165100000|24800000|208600000||-26300000||26300000|1099300000|-800000|15500000|13400000|220900000|34800000||186100000|182200000|248000000|261400000|186100000|PNR
2024-03-31|USD|390100000|1017200000|627100000|627100000|180800000|185200000|24100000|228900000||-27300000||27300000|1017200000|-100000|14900000|13500000|153200000|19900000||133500000|134300000|180800000|194300000|133300000|PNR
2023-12-31|USD|366100000|867200000|809000000|618500000|167000000|175600000|23500000|215600000||-26600000||26600000|984600000|-6400000|15200000|13800000|133900000|-74100000||208100000|205700000|167000000|180800000|208000000|PNR
2023-09-30|USD|371800000|1008800000|637000000|637000000|180100000|166200000|25500000|194400000||-27500000|27500000|27500000|1008800000|300000|14900000|13800000|152900000|20800000||132100000|126600000|180100000|193900000|132100000|PNR
2023-06-30|USD|399500000|1082500000|683000000|683000000|208500000|165100000|25900000|191800000||-31800000|31800000|31800000|1082500000|4800000|14700000|13900000|180200000|27300000||154200000|150400000|208500000|222400000|152900000|PNR
2023-03-31|USD|381800000|1028600000|646800000|646800000|183600000|173300000|24900000|219300000||-32400000|32400000|32400000|1028600000|-700000|14700000|13800000|151700000|22000000||128500000|134600000|183600000|197400000|129700000|PNR
2022-12-31|USD|324800000|942200000|957400000|678100000|111600000|190100000|23100000|303400000||-27600000|-27600000|0|1002900000|17400000|14200000|21100000|100100000|5100000|0|96300000|99600000|111600000|121200000|95000000|PNR
2022-09-30|USD|348100000|1055100000|707000000|707000000|147100000|177300000|23700000|230200000||-19300000|-18000000|1300000|1055300000|-300000|13400000|18500000|127700000|12300000|1300000|115400000|101900000|147100000|147500000|115400000|PNR
2022-06-30|USD|359500000|1064200000|704700000|704700000|190800000|145600000|23100000|176000000||-9200000|-4100000|5100000|1064200000|-100000|13500000|6300000|181400000|28500000|5100000|153000000|137500000|190800000|192800000|152900000|PNR
2022-03-31|USD|332200000|999600000|667400000|667400000|145800000|164100000|22300000|197400000||-5700000|-3100000|2600000|999600000|-100000|13000000|6600000|139100000|21500000|2600000|118500000|116800000|145800000|148300000|117600000|PNR
2021-12-31|USD|328200000|978500000|812600000|660400000|150700000|156000000|21500000|173700000||-1000000|1000000|1000000|988600000|2000000|12900000|6900000|151800000|3100000||148600000|148400000|150700000|157600000|148700000|PNR
2021-09-30|USD|334800000|969200000|634400000|634400000|167300000|145600000|21900000|170100000||-2600000|2600000|2600000|970600000|-300000|12800000|6000000|165700000|22100000||143700000|136700000|167300000|173300000|143600000|PNR
2021-06-30|USD|341000000|941100000|600100000|600100000|161800000|158200000|21000000|185300000||-3800000|3800000|3800000|941100000|-300000|12800000|6300000|157200000|25100000||132600000|136400000|161800000|168100000|132100000|PNR
2021-03-31|USD|315200000|865900000|550700000|550700000|157100000|136600000|21500000|159300000||-5100000|5100000|5100000|865900000|-400000|12700000|7100000|149100000|20500000||131100000|124900000|157100000|164200000|128600000|PNR
2020-12-31|USD|283500000|796000000|662900000|512500000|121500000|141900000|20100000|169400000||-3900000|3900000|3900000|796000000|-6900000|12300000|19200000|113900000|10900000||99800000|108000000|121500000|140300000|103000000|PNR
2020-09-30|USD|277400000|798500000|521100000|521100000|128100000|130000000|19300000|151100000||-5400000|5400000|5400000|798500000|2500000|11600000|18500000|125200000|14400000||110800000|113300000|128100000|148400000|110800000|PNR
2020-06-30|USD|245100000|713300000|468200000|468200000|111100000|116700000|17300000|142200000||-7700000|7700000|7700000|713200000|300000|11200000|7000000|101900000|29800000||73800000|82500000|111100000|118100000|72100000|PNR
2020-03-31|USD|251600000|710000000|458400000|458400000|100700000|131900000|19000000|160100000||-6900000|6900000|6900000|710000000|-1200000|11600000|7600000|92600000|19900000||72700000|74000000|100700000|108300000|72700000|PNR
2019-12-31|USD|274200000|755200000|481000000|481000000|122300000|134200000|17700000|136600000||-6500000|6500000|6500000|755200000|-8800000|11900000|19500000|100800000|3000000|30100000|102900000|105400000|122300000|127600000|97800000|PNR
2019-09-30|USD|255000000|713600000|458600000|458600000|108800000|126400000|19800000|156800000||-6900000|6900000|6900000|713500000|-600000|12000000|7600000|102200000|9900000|0|91300000|88400000|108800000|116400000|92300000|PNR
2019-06-30|USD|286700000|799500000|512800000|512800000|133800000|132200000|20700000|162600000||-9400000|9400000|9400000|799400000|12900000|12400000|8300000|136400000|22100000|0|115100000|110000000|133800000|142100000|114300000|PNR
2019-03-31|USD|235600000|688900000|453300000|453300000|67600000|147300000|20700000|189100000||-7300000||7300000|692400000|-600000|12000000|8200000|62100000|10800000|0|52400000|54000000|67600000|75800000|51300000|PNR
