fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|1181000000|1183000000|2000000|583000000|3088000000|||-1907000000||-54000000||54000000|25000000||11000000|58000000|274000000|64000000|190000000|211000000|-24000000|3088000000|387000000|210000000|BRO
2024-09-30|USD|1185000000|1186000000|1000000|772000000|316000000|||869000000||-50000000|-144000000|-94000000|24000000||11000000|57000000|312000000|78000000|-94000000|239000000|406000000|218000000|414000000|234000000|BRO
2024-06-30|USD|1175000000|1178000000|3000000|55000000|343000000|||832000000||-49000000||49000000|18000000||11000000|55000000|344000000|87000000|49000000|259000000|261000000|393000000|396000000|257000000|BRO
2024-03-31|USD|1256000000|1258000000|2000000|54000000|362000000|||894000000||-48000000||48000000|10000000||11000000|54000000|364000000|71000000|48000000|293000000|261000000|412000000|466000000|293000000|BRO
2023-12-31|USD|1024400000|1026200000|1800000|51800000|353300000|||671100000||-47900000||47900000|137300000||9500000|51800000|355100000|86400000|47900000|268700000|377200000|403000000|312800000|268700000|BRO
2023-09-30|USD|1065600000|1068000000|2100000|531600000|240200000|531600000||826000000||-47500000|47500000|47500000|12000000||10000000|51500000|242300000|66000000|47500000|175900000|99000000|289800000|368400000|176000000|BRO
2023-06-30|USD|1045500000|1047000000|1800000|530200000|252600000|530200000||793000000||-47900000|100000|48000000|11700000||10000000|51400000|254400000|64000000|47900000|190400000|241000000|302300000|356500000|190000000|BRO
2023-03-31|USD|1114100000|1116000000|1900000|571100000|292300000|571100000||822000000||-46700000|300000|47000000|10000000||10000000|51300000|294200000|58000000|46700000|235500000|283000000|340900000|384200000|236000000|BRO
2022-12-31|USD|899400000|901400000|2000000|475600000|192300000|475600000||707100000||-45400000|45400000|45400000|8300000||10900000|49300000|194300000|49100000|45400000|145200000|312300000|239700000|279500000|145200000|BRO
2022-09-30|USD|925700000|927600000|1900000|470300000|216100000|613300000||709600000||-41500000|41500000|41500000|11700000||11300000|54700000|218000000|56900000|41500000|161100000|-11600000|259500000|287700000|161100000|BRO
2022-06-30|USD|838000000|839700000|1700000|412100000|197100000|563100000||640900000||-36000000|36000000|36000000|5300000||8900000|42600000|198800000|53600000|36000000|145200000|14800000|234800000|273700000|145200000|BRO
2022-03-31|USD|903300000|904700000|1400000|459000000|263600000|582400000||639700000||-18300000|18300000|18300000|1100000||8100000|39200000|265000000|44700000|18300000|220300000|217300000|283300000|318900000|220300000|BRO
