fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-09-30|USD|-1265900000|2628800000|3894700000|2177200000|132900000|20800000||2495900000||34200000|89100000|54900000|2241000000|-2700000|45000000|65300000|105400000|85300000||24200000|98000000|160300000|228700000|20100000|IPG
2024-06-30|USD|-1174500000|2710000000|3884500000|2298900000|318200000|27600000||2391800000||36600000|94500000|57900000|2329200000|-1200000|44600000|65000000|290100000|75600000||219600000|186200000|348000000|381400000|214500000|IPG
2024-03-31|USD|-1323400000|2495900000|3819300000|2207900000|184200000|38000000||2311700000||48700000|111500000|62800000|2176100000|-9500000|44500000|65200000|157700000|47300000||113600000|60900000|220500000|247700000|110400000|IPG
2023-12-31|USD|-1131000000|3023300000|4154300000|2326900000|606800000|23500000||2416500000||-17900000|43500000|61400000|2617300000|35000000|44400000|65300000|618500000|155300000|61400000|471600000|532800000|679900000|674500000|463200000|IPG
2023-09-30|USD|-1087600000|2678500000|3766100000|2219400000|376800000|16900000||2301700000||-23600000|35100000|58700000|2296900000|-13700000|45000000|66000000|335200000|91500000|58700000|245700000|183900000|393900000|475700000|243700000|IPG
2023-06-30|USD|-1219000000|2666500000|3885500000|2277100000|310700000|13900000||2355800000||-27700000|35500000|55800000|2325900000|-4400000|45300000|95900000|276100000|10600000|63200000|268700000|279400000|339300000|406600000|265500000|IPG
2023-03-31|USD|-1323700000|2521000000|3844700000|2251700000|188300000|12900000||2332700000||-15600000|40200000|49700000|2172700000|-6700000|45600000|113400000|159800000|33800000|55800000|132100000|149800000|215600000|301700000|126000000|IPG
2022-12-31|USD|-1316200000|2985900000|4302100000|2337600000|444600000|29900000||2541300000||-24000000|29500000|53500000|2545700000|-7800000|50000000|191400000|406400000|109200000|49400000|305900000|439400000|459900000|636000000|297200000|IPG
2022-09-30|USD|-1130700000|2637700000|3768400000|2216200000|341800000|18500000||2295900000||-27900000|14700000|42600000|2299300000|17500000|46800000|109200000|328200000|76400000|44900000|257500000|138100000|370800000|451000000|251800000|IPG
2022-06-30|USD|-1174000000|2735700000|3909700000|2300200000|349100000|19400000||2386600000||-29800000|11200000|41000000|2374800000|-4500000|46000000|73700000|313300000|83700000|41000000|231800000|133000000|354300000|422800000|229600000|IPG
2022-03-31|USD|-1256200000|2568500000|3824700000|2229100000|245700000|19300000||2322800000||-29600000|9800000|39400000|2220800000|-6200000|46500000|84400000|208500000|49100000|39400000|160900000|161300000|247900000|330100000|159400000|IPG
2021-12-31|USD|-1349300000|2932100000|4281400000|2354200000|457300000|32500000||2474800000||-30200000|7800000|38000000|2543100000|6200000|53600000|75100000|425300000|67400000|38000000|368000000|392100000|463300000|559400000|357900000|IPG
2021-09-30|USD|-1085900000|2542000000|3627900000|2092400000|351500000|32200000||2190500000||-35500000|7400000|42900000|2257300000|2300000|47900000|69400000|313800000|73900000|42900000|244600000|197800000|356700000|427100000|239900000|IPG
2021-06-30|USD|-1029500000|2509600000|3539100000|2025900000|384400000|29400000||2125200000||-35000000|7600000|42600000|2267900000|4700000|48500000|93100000|350000000|86700000|42600000|267800000|273300000|392600000|489600000|263300000|IPG
2021-03-31|USD|-1080500000|2257000000|3337500000|1915300000|243000000|28200000||2014000000||-42700000|6900000|49600000|1941200000|-83900000|47600000|69200000|115500000|23800000|123600000|92400000|75600000|165100000|323000000|91700000|IPG
2020-12-31|USD|-1049100000|2550000000|3599100000|1976600000|223400000|22400000||2326600000||-40000000|6800000|46800000|2299600000|-9800000|52200000|73700000|170400000|58100000|46800000|-1230700000|199900000|217200000|548000000|112300000|IPG
2020-09-30|USD|-976900000|2125500000|3102400000|1748700000|248600000|9900000||1876900000||-44700000|6100000|50800000|1946000000|-11300000|49700000|71000000|193400000|-86300000|50800000|278500000|341000000|244200000|361700000|279700000|IPG
2020-06-30|USD|-1258200000|2025700000|3283900000|1795400000|40500000|4100000||1985200000||-43900000|5900000|49800000|1833500000|-21500000|51300000|73100000|-26600000|19000000|49800000|-43900000|4000000|23200000|210600000|-45600000|IPG
2020-03-31|USD|-1346900000|2359800000|3706700000|2188700000|75900000|22400000||2283900000||-34100000|10700000|44800000|1948800000|-21800000|51500000|72800000|21900000|17200000|44800000|2600000|-144000000|66700000|139500000|4700000|IPG
2019-12-31|USD|-875400000|2901800000|3777200000|2320600000|491300000|24500000||2410500000||-38700000|9500000|48200000|2456900000|-24800000|44000000|65400000|415000000|86100000|48200000|-1090400000|365100000|463200000|528600000|328900000|IPG
2019-09-30|USD|-985100000|2438100000|3423200000|2079000000|280300000|9800000||2157800000||-40200000|9500000|49700000|2053700000|-7400000|47300000|69000000|230200000|64600000|49700000|168400000|117300000|279900000|348900000|165600000|IPG
2019-06-30|USD|-1044000000|2520200000|3564200000|2162800000|264200000|18100000||2256000000||-43900000|7700000|51600000|2122700000|-3800000|51700000|73000000|213100000|43600000|51600000|172800000|181300000|264700000|337700000|169500000|IPG
2019-03-31|USD|-1370900000|2361200000|3732100000|2166700000|50200000|41400000||2311000000||-42000000|7800000|49800000|4001000000|-6900000|49500000|71100000|2500000|10500000|49800000|-9500000|3400000|52300000|123400000|-8000000|IPG
2018-12-31|USD|-895700000|2856000000|3751700000|2247000000|459100000|81000000||2396900000||-41600000|7800000|49400000|2413700000|-13600000|46900000|68900000|388400000|62200000|49400000|-1082000000|310400000|437800000|506700000|326200000|IPG
2018-09-30|USD|-989700000|2297500000|3287200000|1970200000|261700000|21600000||2035800000||-22300000|5300000|27600000|3785600000|-15300000|38900000|44000000|221700000|60700000|27600000|163500000|139100000|249300000|293300000|161000000|IPG
2018-06-30|USD|-1043700000|2391800000|3435500000|2069800000|249200000|28800000||2142600000||-21400000|4700000|26100000|1928400000|-16300000|38800000|44000000|209400000|63600000|26100000|147800000|33200000|235500000|279500000|145800000|IPG
2018-03-31|USD|-356300000|2169100000|2525400000|2049200000|38800000|35100000||2130300000||-15900000|4000000|19900000|-24400000|-24400000|40700000|46000000|-1400000|12700000|19900000|-16100000|22900000|18500000|64500000|-14100000|IPG
2017-12-31|USD|1844100000|2589800000|496900000|2084800000|423000000|49400000||2166800000||-17800000|5400000|23200000|2131100000|-1700000||32600000|387400000|135100000|23200000|332700000|256900000|410600000|443200000|252300000|IPG
2017-09-30|USD|1404500000|2208200000|498100000|1897400000|255000000|13600000||1953200000||-16900000|4100000|21000000|3656300000|-9900000||42200000|224600000|54900000|21000000|148800000|212300000|245600000|287800000|169700000|IPG
2017-06-30|USD|1404500000|2185800000|480400000|1898500000|225700000|20300000||1960100000||-21000000|4700000|25700000|1821500000|-15400000||41300000|189300000|81600000|25700000|94600000|143300000|215000000|256300000|107700000|IPG
2017-03-31|USD|1264100000|2063800000|489800000|1952900000|34700000|35200000||2029100000||-15700000|5200000|20900000|900000|800000||41000000|24400000|-300000|20900000|18100000|78500000|45300000|86300000|24700000|IPG
2016-12-31|USD|1794500000|2264500000|470000000|1309400000|485700000|-1261900000||6572100000||-17800000|4000000|21800000|-27400000|-26800000||42700000|420200000|106100000|21800000|-547200000|212500000|442000000|484700000|314100000|IPG
2016-09-30|USD|1396300000|1922200000|525900000|1228800000|208000000|486200000||525900000||-17000000|4700000|21700000|3900000|5300000||39700000|192400000|63800000|21700000|132700000|63100000|214100000|253800000|128600000|IPG
2016-06-30|USD|1414000000|1917900000|503900000|1229000000|224300000|464100000||503900000||-18900000|5600000|24500000|-3700000|400000||39800000|200600000|43700000|24500000|160200000|147100000|225100000|264900000|156900000|IPG
2016-03-31|USD|1253800000|1742000000|488200000|1270900000|23000000|450200000||507700000||-16800000|5800000|22600000|-16300000|-19200000||38000000|-10200000|-15600000|22600000|2700000|63500000|12400000|50400000|5400000|IPG
2015-12-31|USD|1691500000|2196200000|504700000|1235100000|-456400000|504700000||1736900000||-18300000|5000000|23300000|-14000000|10300000||40700000|405700000|145400000|23300000|-573200000|240900000|429000000|469700000|260300000|IPG
2015-09-30|USD|1356000000|1865500000|509500000|1202200000|-191900000|471400000||1673600000||-15700000|5600000|21300000|-37800000|37200000||38100000|136000000|61100000|21300000|78000000|-15500000|157300000|195400000|74900000|IPG
2015-06-30|USD|1381500000|1876100000|494600000|1205200000|-215800000|455100000||1660300000||-15300000|5000000|20300000|-200000|-500000||39500000|198900000|77700000|20300000|123800000|150100000|219200000|258700000|121200000|IPG
2015-03-31|USD|1184300000|1676000000|491700000|1215200000|-7800000|453000000||1668200000||-13700000|7200000|20900000|-100000|-300000||38700000|-3200000|-1400000|20900000|-4200000|-129800000|17700000|56400000|-1800000|IPG
2014-12-31|USD|1699400000|2207100000|507700000|1266400000|-433000000|507600000||1774100000|47700000|-21400000||21400000|19400000|-100000||41300000|396800000|87900000|600000|-506500000|167400000|418200000|459500000|308900000|IPG
2014-09-30|USD|1325500000|1841100000|515600000|1195200000|-171300000|474600000||1669800000|-7500000|-20700000||20700000|0|-600000||41000000|154700000|65000000|20700000|92800000|-22400000|175400000|216400000|89700000|IPG
2014-06-30|USD|1325800000|1851400000|525600000|1170200000|-195800000|485400000||1655600000|6600000|-22600000||22600000|-10400000|-11200000||40200000|164700000|65300000|33000000|103700000|127200000|187300000|227500000|99400000|IPG
2014-03-31|USD|1136400000|1637500000|501100000|1188600000|11700000|460600000||1649200000|6200000|-20200000||20200000|0|1700000||40500000|-22600000|-1700000|20200000|-22400000|-20600000|-2400000|38100000|-20900000|IPG
2013-12-31|USD|1524000000|2122700000|598700000|1199600000|-324400000|538100000||4871700000|6700000|-24700000||24700000|-600000|-7700000||39500000|296300000|103200000|24700000|210900000|151200000|321000000|360500000|193100000|IPG
2013-09-30|USD|1194600000|1700400000|505800000|1093600000|-141500000|465300000||574700000|5800000|-23700000||23700000|-45200000|46600000||40500000|76700000|28400000|68900000|49200000|74400000|100400000|140900000|48300000|IPG
2013-06-30|USD|1255800000|1756200000|500400000|1120200000|-174800000|461200000||537900000|5800000|-37500000||37500000|0|-4800000||39200000|144800000|62000000|37500000|86100000|12800000|182300000|221500000|82800000|IPG
2013-03-31|USD|1051500000|1543000000|491500000|1132100000|42400000|453300000||532100000|6400000|-36800000||36800000|0|-1800000||38200000|-68700000|-12400000|36800000|-58500000|-93700000|-31900000|6300000|-56300000|IPG
2012-12-31|USD|1543700000|2063300000|519600000|4391900000|409900000|519600000||519600000|8100000|-36600000||36600000|-1200000|95400000||38900000|456700000|140500000|36600000|336300000|185800000|493300000|532200000|316200000|IPG
2012-09-30|USD|1158300000|1670400000|512100000|1501600000|131400000|474700000||543700000|6700000|-31600000||31600000|0|1700000||37400000|113500000|41900000|31600000|67700000|82300000|145100000|182500000|71600000|IPG
2012-06-30|USD|1228500000|1715700000|487200000|1502500000|176400000|450400000||519900000|6700000|-32700000||32700000||4700000||36800000|152000000|50100000|32700000|105500000|115400000|184700000|221500000|101900000|IPG
2012-03-31|USD|1030900000|1506800000|475900000|1511600000|-39400000|441300000||515200000|8000000|-32600000||32600000||-1300000||34600000|-62200000|-19200000|32600000|-45700000|900000|-29600000|5000000|-43000000|IPG
2011-12-31|USD|1523600000|2072600000|549000000|1645700000|385300000|548800000||549000000|10100000|-38900000||38900000||13900000||41400000|355600000|93700000|38900000|276700000|217800000|394500000|435900000|261900000|IPG
2011-09-30|USD|1225000000|1726500000|501500000|1517300000|173200000|465500000||534400000|9700000|-32900000||32900000||137100000||36200000|281400000|70400000|32900000|217500000|76000000|314300000|350500000|211000000|IPG
2011-06-30|USD|1232000000|1740700000|508700000|1528800000|174000000|470800000||541800000|9700000|-33100000||33100000||5300000||37700000|152200000|47600000|33100000|108900000|131800000|185300000|223000000|104600000|IPG
