fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|1197000000|3501000000|2304000000|2304000000|393000000|499000000|275000000|1481000000|13000000|-66000000|13000000|79000000||-64000000|305000000|30000000|407000000|97000000|79000000|340000000|-225000000|393000000|423000000|310000000|GLW
2024-09-30|USD|1137000000|3391000000|2254000000|2254000000|302000000|510000000|294000000|675000000|12000000|-71000000|12000000|83000000||-166000000|310000000|31000000|-114000000|3000000|83000000|-95000000|467000000|302000000|333000000|-117000000|GLW
2024-06-30|USD|949000000|3251000000|2302000000|2317000000|186000000|471000000|262000000|501000000|10000000|-74000000|10000000|84000000||33000000|307000000|30000000|154000000|50000000|84000000|122000000|-113000000|186000000|216000000|104000000|GLW
2024-03-31|USD|993000000|2975000000|1982000000|2012000000|254000000|451000000|258000000|481000000|12000000|-71000000|12000000|83000000||74000000|307000000|30000000|280000000|71000000|83000000|225000000|-118000000|254000000|284000000|209000000|GLW
2023-12-31|USD|911000000|2994000000|2083000000|2083000000|78000000|514000000|289000000|1984000000|13000000|-77000000|13000000|90000000|56000000|-72000000|315000000|30000000|-50000000|-10000000|90000000|-28000000|314000000|78000000|108000000|-40000000|GLW
2023-09-30|USD|1004000000|3173000000|2169000000|2169000000|236000000|468000000|270000000|498000000|10000000|-72000000|10000000|82000000|-8000000|33000000|310000000|30000000|199000000|35000000|82000000|182000000|-39000000|236000000|266000000|164000000|GLW
2023-06-30|USD|1013000000|3243000000|2230000000|2230000000|279000000|440000000|263000000|471000000|8000000|-73000000|8000000|81000000|-17000000|87000000|312000000|31000000|387000000|106000000|81000000|303000000|-21000000|279000000|310000000|281000000|GLW
2023-03-31|USD|1003000000|3178000000|2175000000|2175000000|297000000|421000000|254000000|452000000|7000000|-69000000|7000000|76000000|-33000000|8000000|310000000|31000000|213000000|37000000|76000000|191000000|109000000|297000000|328000000|176000000|GLW
2022-12-31|USD|915000000|3406000000|2491000000|2491000000|86000000|517000000|281000000|2104000000|6000000|-70000000|24000000|76000000|149000000|-106000000|315000000|31000000|-5000000|31000000|76000000|-27000000|925000000|86000000|117000000|-36000000|GLW
2022-09-30|USD|1062000000|3488000000|2426000000|2426000000|292000000|461000000|278000000|492000000|3000000|-70000000|138000000|73000000|-63000000|106000000|327000000|31000000|242000000|34000000|73000000|226000000|-489000000|292000000|323000000|208000000|GLW
