fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|138213000|1231713000|1093500000|1093500000|4402000|135996000|20021000|153299000||-44703000||44703000|33800000|117028000||7725000|85906000|10613000|44703000|85111000|-196999000|4402000|12127000|75293000|ALB
2024-09-30|USD|-104034000|1354692000|1458726000|1458726000|-1108830000|154253000|22397000|1039167000||-47760000||47760000|0|-22256000||1653000|-958139000|110853000|47760000|-1060641000|-901211000|-1108830000|-1107177000|-1068992000|ALB
2024-06-30|USD|-10578000|1430385000|1440963000|1440963000|-492611000|168948000|20770000|194600000||-35187000||35187000|0|33666000||2357000|-218858000|-30660000|35187000|-176594000|-228544000|-492611000|-490254000|-188198000|ALB
2024-03-31|USD|38938000|1360736000|1321798000|1324698000|-179506000|194912000|23532000|261923000||-1459000||1459000|33700000|49901000||7194000|-1273000|-3721000|37969000|16647000|-66231000|-179506000|7380000|2448000|ALB
2023-12-31|USD|-704052000|2356165000|3060217000|3046848000|-849866000|194251000|22753000|166820000||-73460000||73460000|111090000|-36699000||6671000|-498802000|118878000|34386000|-700359000|-445234000|-849866000|-418671000|-617680000|ALB
2023-09-30|USD|54934000|2310596000|2255662000|2255662000|-140014000|172109000|21082000|206677000||-1616000|29332000|1616000|0|11182000||1686000|293982000|-8551000|29332000|320693000|119507000|-140014000|297284000|302533000|ALB
2023-06-30|USD|558487000|2370190000|1811703000|1811703000|139998000|397070000|21419000|426926000||-1635000|25577000|1635000|0|53954000||1935000|693030000|42987000|25577000|676439000|645434000|139998000|696600000|650043000|ALB
2023-03-31|USD|1276540000|2580252000|1303712000|1303712000|1101763000|154306000|20471000|188164000||-1059000|26777000|1059000|0|82492000||8279000|1515543000|276963000|26777000|1276703000|1285905000|1101763000|1524881000|1238580000|ALB
2022-12-31|USD|1001319000|2620978000|1619659000|1619659000|833009000|148156000|20154000|185602000||-32085000|24039000|32085000|-21800000|54119000||8281000|1156547000|24102000|24039000|1036471000|1289092000|833009000|1196913000|1132445000|ALB
2022-09-30|USD|1043814000|2091805000|1047991000|1047991000|890977000|134479000|18358000|155934000||-826000|29691000|826000|0|7974000||952000|1094153000|196938000|29691000|931206000|687044000|890977000|1095931000|897215000|ALB
2022-06-30|USD|580424000|1479593000|899169000|899169000|434096000|128942000|17386000|152675000||-840000|41409000|840000|0|8767000||972000|495791000|89018000|41409000|440592000|293254000|434096000|497603000|406773000|ALB
2022-03-31|USD|449030000|1127728000|678698000|678698000|311979000|112568000|16083000|145226000||-853000|27834000|853000|-8400000|15496000||6451000|333913000|80530000|27834000|281547000|252214000|311979000|341217000|253383000|ALB
2021-12-31|USD|236594000|894204000|657610000|657610000|-31286000|123302000|12125000|277048000||-50781000|5306000|50781000|-132353000|28530000||6337000|11200000|15024000|5306000|-65801000|-29838000|-31286000|68318000|-3824000|ALB
2021-09-30|USD|249273000|830566000|581293000|581293000|131523000|103477000|13289000|118657000||-722000|5136000|722000|-984000|-643196000||153000|-507451000|-114670000|5136000|-374433000|-431216000|131523000|-506576000|-392781000|ALB
2021-06-30|USD|248417000|773896000|525479000|525479000|542333000|121516000|13976000|-292994000||-752000|5952000|752000|429408000|14000||156000|531585000|106985000|7152000|446208000|446713000|542333000|532493000|424600000|ALB
2021-03-31|USD|263687000|829291000|565604000|565604000|155864000|93187000|14636000|116571000||-755000|16082000|755000|-27798000|11312000||6586000|117784000|22107000|43882000|117698000|71695000|155864000|125125000|95677000|ALB
2020-12-31|USD|265420000|879147000|613727000|613727000|125136000|124909000|15375000|158092000||-31104000|19152000|31104000|-28800000|-57557000||6511000|74534000|-10101000|19152000|31326000|156970000|125136000|112149000|84635000|ALB
2020-09-30|USD|254056000|746868000|492812000|492812000|144432000|96092000|13532000|112001000||-697000|16125000|697000|0|-3661000||126000|128954000|30653000|19227000|117045000|130965000|144432000|129777000|98301000|ALB
2020-06-30|USD|233359000|764049000|530690000|530690000|112200000|106949000|14210000|128045000||-630000|20701000|630000|0|-6273000||153000|101055000|15431000|17852000|103758000|180982000|112200000|101838000|85624000|ALB
2020-03-31|USD|242018000|738845000|496827000|496827000|124044000|101877000|16097000|126075000||-650000|22339000|650000|0|8314000||6254000|125646000|18442000|16885000|123635000|-23550000|124044000|132550000|107204000|ALB
2019-12-31|USD|338511000|992564000|654053000|654053000|139085000|185163000|14263000|199717000||-30221000|15718000|30221000|-32229000|-38388000||6767000|85286000|-5105000|22400000|35114000|130633000|139085000|122274000|90391000|ALB
2019-09-30|USD|309867000|879747000|569880000|569880000|186147000|108135000|15585000|127991000||-31000|30439000|31000|0|-11316000||157000|180411000|25341000|11108000|171618000|68504000|186147000|180599000|155070000|ALB
2019-06-30|USD|325914000|885052000|559138000|559138000|185737000|126715000|13462000|145167000||-32000|9502000|32000|0|-7065000||136000|184609000|30411000|11601000|174970000|162325000|185737000|184777000|154198000|ALB
2019-03-31|USD|283486000|832064000|548578000|548578000|155154000|113355000|14977000|135659000||-33000|23001000|33000|0|11291000||6827000|171083000|37514000|12586000|151526000|126713000|155154000|177943000|133569000|ALB
2018-12-31|USD|320384000|921699000|601315000|601315000|174807000|120916000|16384000|8277000||||12571000|-8277000|-32528000||6733000|140792000|11196000|12571000|100472000|93105000|174807000|181540000|129596000|ALB
2018-09-30|USD|280537000|777748000|497211000|497211000|163760000|100167000|16610000|120501000||||12988000|0|3793000||6824000|162912000|33167000|12988000|143479000|117233000|163760000|170584000|129745000|ALB
2018-06-30|USD|311356000|853874000|542518000|542518000|390350000|123637000|16074000|-72484000||||13308000|217505000|-5223000||7004000|382563000|80102000|13308000|310686000|175521000|390350000|397354000|302461000|ALB
2018-03-31|USD|304979000|821629000|516650000|516650000|182623000|101370000|20986000|131975000||||13538000|3200000|-30476000||7418000|152121000|20361000|13538000|138925000|182689000|182623000|190041000|131760000|ALB
2017-12-31|USD|303703000|857789000|554086000|550780000|164494000|118302000|20907000|138544000||||16455000|-3500000|-6113000||7473000|159855000|378221000|16455000|-218366000|-194091000|164494000|171967000|-218366000|ALB
2017-09-30|USD|275657000|754866000|479210000|479077000|147422000|106471000|21763000|127345000||||15792000|-1900000|-1986000||6038000|137165000|18495000|15792000|118670000|165560000|147422000|153460000|118670000|ALB
2017-06-30|USD|271960000|737258000|465298000|465164000|138039000|116585000|17337000|133023000||||14590000|-800000|-1678000||5849000|126463000|23130000|14590000|103333000|153481000|138039000|143888000|103333000|ALB
2017-03-31|USD|254956000|722063000|467107000|466975000|121705000|108928000|24323000|138064000||||68513000|-57701000|265000||5740000|63184000|11971000|68513000|51213000|116644000|121705000|127445000|51213000|ALB
2016-12-31|USD|240966000|577457000|186721000|455689000|109781000|98777000|19091000|13047000||||18321000|0|-21275000||4750000|636818000|34728000|18321000|42116000|524108000|109781000|114531000|602090000|ALB
2016-09-30|USD|238972000|654310000|501340000|415038000|124909000|86302000|21012000|107314000||||15946000|300000|2990000||4837000|140614000|12394000|15946000|105035000|169245000|124909000|129746000|128220000|ALB
2016-06-30|USD|248104000|667001000|526308000|421223000|123493000|86055000|20500000|124611000||||15800000|-2326000|-2297000||-7370000|-291165000|23656000|15800000|83519000|-358614000|123493000|116123000|-314821000|ALB
2016-03-31|USD|242534000|986622000|705296000|528000000|242797000|82631000|19872000|79373000||||25251000|121224000|47000||16783000|253671000|25485000|15114000|210874000|317811000|242797000|259580000|228186000|ALB
2015-12-31|USD|237773000|930353000|711296000|604723000|153014000|47768000|21863000|132321000||||11200000|0|-2951000||15748000|143606000|-30646000|19457000|160797000|139377000|153014000|170554000|174252000|ALB
2015-09-30|USD|219045000|903893000|723694000|592883000|86420000|81012000|21903000|156106000||||0|-1200000|124000||21180000|78536000|13144000|19294000|54395000|-4615000|86420000|99716000|65392000|ALB
2015-06-30|USD|212031000|932085000|778631000|630919000|79264000|88010000|21925000|173048000||||0|600000|286000||20441000|66998000|14851000|20599000|42025000|97997000|79264000|87439000|52147000|ALB
2015-03-31|USD|191384000|936804000|781846000|625938000|36686000|135765000|26492000|182400000||||0|52400000|49957000||19913000|57255000|14140000|35746000|43115000|-256754000|36686000|77168000|43115000|ALB
2014-12-31|USD|162440000|598566000|5322000|436126000|-23338000|144008000|21394000|5322000||||2400000|-1600000|-10307000||25228000|-46724000|-28216000|15103000|-17450000|-79270000|-23338000|-19096000|-18508000|ALB
2014-09-30|USD|205446000|641618000|503277000|436972000|106473000|66012000|22407000|88712000||||0|-800000|-6618000||25630000|84531000|11737000|8749000|79473000|-28501000|106473000|110161000|72794000|ALB
2014-06-30|USD|207363000|603421000|472544000|397358000|110240000|67011000|21937000|97123000||||0|-1300000|-979000||24905000|44220000|21773000|8733000|82472000|15164000|110240000|69125000|22447000|ALB
2014-03-31|USD|195599000|656679000|586512000|462393000|77923000|78104000|22572000|146056000||||8773000|0|1143000||27809000|69773000|13190000|8773000|58352000|47265000|77923000|105732000|56583000|ALB
