fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|6599000000|15624000000|9025000000|3828000000|-3339000000|2864000000|4584000000|9938000000|146000000|-182000000|146000000|943000000|-50000000|-127000000|522000000|872665623|4169000000|426000000|328000000|3744000000|4169000000|-3339000000|6928665623|3743000000|MRK
2024-09-30|USD|9947000000|16657000000|6710000000|4080000000|1298000000|2731000000|5862000000|8649000000|127000000|-203000000|127000000|330000000|-33000000|162000000|553000000|1186000000|4086000000|929000000|330000000|3161000000|3147000000|1298000000|5606000000|3157000000|MRK
2024-06-30|USD|9707000000|16112000000|6405000000|3745000000|3388000000|2739000000|3500000000|6319000000|69000000|-241000000|69000000|310000000|-60000000|-42000000|518000000|1132000000|6000000000|545000000|310000000|5461000000|5368000000|3388000000|7448000000|5455000000|MRK
2024-03-31|USD|9789000000|15775000000|5986000000|3540000000|3191000000|2483000000|3992000000|6598000000|73000000|-303000000|73000000|303000000|-83000000|33000000|511000000|984000000|5665000000|903000000|303000000|4767000000|4649000000|5968000000|6744000000|4762000000|MRK
2023-12-31|USD|5014000000|14630000000|9616000000|3912000000|-10451000000|2804000000|9627000000|15465000000|70000000|-310000000|70000000|310000000|-162000000|-78000000|474000000|978000000|-2046000000|-820000000|310000000|-1238000000|-1471000000|-1736000000|679000000|-1226000000|MRK
2023-09-30|USD|9191000000|15962000000|6771000000|4264000000|3239000000|2519000000|3307000000|5952000000|73000000|-317000000|17000000|317000000|-85000000|-126000000|452000000|1014000000|5615000000|870000000|317000000|4750000000|4729000000|5932000000|7195000000|4745000000|MRK
2023-06-30|USD|8269000000|15035000000|6766000000|4024000000|-7905000000|2702000000|13321000000|16174000000|109000000|-277000000|194000000|277000000|-62000000|-172000000|426000000|903000000|-5338000000|637000000|277000000|-5975000000|-5992000000|-5061000000|-3767000000|-5975000000|MRK
2023-03-31|USD|8130000000|14487000000|6357000000|3926000000|1308000000|2479000000|4276000000|6822000000|112000000|-242000000|429000000|242000000|-61000000|-89000000|448000000|991000000|3646000000|825000000|242000000|2821000000|2706000000|3888000000|4561000000|2821000000|MRK
2022-12-31|USD|4345000000|13830000000|9485000000|3881000000|-5105000000|2687000000|3775000000|9450000000|95000000|-235000000|80000000|235000000|-1017000000|75000000|430000000|892000000|3512000000|495000000|235000000|3017000000|2992000000|3747000000|4764000000|3017000000|MRK
2022-09-30|USD|8471000000|14959000000|6488000000|3934000000|1458000000|2520000000|4399000000|7013000000|40000000|-244000000|350000000|244000000|-96000000|-429000000|499000000|959000000|3578000000|330000000|244000000|3248000000|2832000000|3822000000|5347000000|3248000000|MRK
2022-06-30|USD|7750000000|14593000000|6843000000|4216000000|2298000000|2512000000|2798000000|5452000000|15000000|-240000000|15000000|240000000|-86000000|-438000000|474000000|938000000|4482000000|538000000|240000000|3944000000|3986000000|4722000000|6177000000|3944000000|MRK
