fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|344408000|621665000|277257000|277257000|163307000|95339000|85762000|181101000||6744000|6744000||621665000|991000||10043000|169531000|-1279832000||1449363000|1422048000|163307000|172972000|1449363000|MPWR
2024-09-30|USD|343443000|620119000|276676000|276676000|164028000|94364000|85051000|179415000||6805000|6805000||620119000|-665000||9445000|174306000|29876000||144430000|167728000|164028000|173473000|144430000|MPWR
2024-06-30|USD|280578000|507431000|226853000|226853000|116536000|86097000|77945000|164042000||6630000|6630000||507431000|-2000||8691000|124048000|23682000||100366000|96421000|116536000|125227000|100366000|MPWR
2024-03-31|USD|252441000|457885000|205444000|205444000|95487000|80964000|75990000|156954000||6914000|6914000||457885000|334000||8250999|105027000|12486000||92541000|79054000|95487000|103738000|92541000|MPWR
2023-12-31|USD|251123000|454012000|202889000|202889000|109569000|70095000|71459000|141554000||6519000|6519000|5297000|454212000|-123000||10228000|119545000|22640000||96905000|116946000|109569000|119797000|96905000|MPWR
2023-09-30|USD|263541000|474867000|211326000|211326000|135566000|63188000|64787000|127975000||6071000|6071000||474867000|32000||10000000|137855000|16700000||121163000|117457000|135566000|135566000|121163000|MPWR
2023-06-30|USD|247675000|441128000|193453000|193453000|112325000|71662000|63688000|135350000||5965000|5965000||441128000|262000||9953000|118868000|19400000||99504000|74052000|112325000|112325000|99504000|MPWR
2023-03-31|USD|258780000|451065000|192285000|192285000|124276000|70795000|63709000|134504000||4808000|4808000|5297000|451065000|215000||9987000|129573000|19771000||109802000|114934000|124276000|124276000|109802000|MPWR
2022-12-31|USD|267809000|460012000|192203000|192203000|136892000|61242000|61674000|130917000||3991000|3991000|3991000|459550000|-687000||6372000|140755000|21665000||119099000|137937000|136892000|143264000|119090000|MPWR
2022-09-30|USD|290902000|495418000|204516000|204516000|151871000|71768000|67263000|139031000||3584000|3584000|3584000|496030000|553000||4102000|151837000|27500000||124376000|97099000|151871000|155973000|124337000|MPWR
