fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-09-30|USD|3043000000|5215000000|2172000000|2008000000|1602000000|1606000000||2172000000|13000000|-326000000|13000000|339000000|-33000000|-5000000||566000000|638000000|74000000|326000000|571000000|805000000|977000000|1543000000|564000000|FI
2024-06-30|USD|2824000000|5107000000|2283000000|1983000000|1428000000|1697000000||2283000000|9000000|-285000000|9000000|294000000|2000000|-5000000||586000000|1115000000|221000000|285000000|909000000|691000000|1409000000|1995000000|894000000|FI
2024-03-31|USD|2237000000|4883000000|2646000000|2006000000|1181000000|1697000000||2646000000|10000000|-261000000|10000000|271000000|2000000|-7000000||935000000|888000000|153000000|271000000|752000000|524000000|1159000000|2094000000|735000000|FI
2023-12-31|USD|2146000000|4917000000|2771000000|1270000000|1446000000|1624000000||2776000000|5000000|-284000000|5000000|289000000||-59000000||1147000000|1080000000|210000000|289000000|889000000|1253000000|1369000000|2516000000|870000000|FI
2023-09-30|USD|2642000000|4873000000|2231000000|1894000000|1503000000|1652000000||2055000000|10000000|-258000000|10000000|268000000||-35000000||579000000|1191000000|239000000|268000000|969000000|686000000|1459000000|2038000000|952000000|FI
2023-06-30|USD|2446000000|4756000000|2310000000|1929000000|1131000000|1696000000||2310000000|5000000|-232000000|5000000|237000000||-26000000||614000000|864000000|181000000|237000000|695000000|837000000|1101000000|1715000000|683000000|FI
2023-03-31|USD|1996000000|4547000000|2551000000|2005000000|934000000|1604000000||2555000000|8000000|-202000000|8000000|210000000||-20000000||947000000|687000000|124000000|210000000|576000000|698000000|897000000|1844000000|563000000|FI
2022-12-31|USD|2544000000|4631000000|2621000000|1980000000|1179000000|1499000000||2594000000|5000000|-199000000|5000000|204000000||-11000000||1094000000|951000000|169000000|204000000|798000000|1132000000|1155000000|2249000000|782000000|FI
2022-09-30|USD|2173000000|4518000000|2155000000|1996000000|855000000|1547000000||2275000000|3000000|-190000000|3000000|193000000|4518000000|-13000000||608000000|628000000|147000000|193000000|493000000|-53000000|821000000|1429000000|481000000|FI
2022-06-30|USD|2106000000|4450000000|2168000000|2044000000|860000000|1546000000||2168000000|2000000|-176000000|2000000|178000000|4450000000|-66000000||622000000|735000000|137000000|178000000|609000000|233000000|913000000|1535000000|598000000|FI
2022-03-31|USD|1565000000|4138000000|2405000000|1972000000|846000000|1467000000||2258000000|3000000|-168000000|3000000|171000000|4138000000|-4000000||938000000|767000000|98000000|171000000|682000000|774000000|938000000|1876000000|669000000|FI
2021-12-31|USD|1755000000|4780000000|2629000000|2203000000|533000000|1521000000||2629000000|0|-170000000||170000000|4257000000|35000000||1030000000|396000000|63000000|170000000|355000000|237000000|566000000|1596000000|333000000|FI
2021-09-30|USD|1842000000|3991000000|2149000000|2051000000|636000000|1476000000||2149000000|1000000|-172000000|1000000|173000000|4163000000|14000000||642000000|482000000|54000000|173000000|446000000|102000000|655000000|1297000000|428000000|FI
2021-06-30|USD|1777000000|3876000000|2099000000|1967000000|644000000|1440000000||2099000000|1000000|-175000000|1000000|176000000|4051000000|1000000||653000000|497000000|228000000|176000000|284000000|482000000|673000000|1326000000|269000000|FI
2021-03-31|USD|1324000000|3650000000|2326000000|1907000000|475000000|1373000000||2326000000|1000000|-176000000|1000000|177000000|3755000000|21000000||918000000|322000000|18000000|177000000|318000000|155000000|499000000|1417000000|304000000|FI
2020-12-31|USD|2373000000|3834000000|1459000000|1857000000|516000000|1459000000||1459000000|1000000|-174000000|1000000|175000000|3832000000|-6000000||886000000|320000000|20000000|175000000|313000000|744000000|495000000|1381000000|300000000|FI
2020-09-30|USD|1541000000|3669000000|2128000000|1868000000|542000000|1412000000||2092000000|2000000|-174000000|2000000|176000000|3822000000|13000000||671000000|388000000|124000000|176000000|276000000|77000000|564000000|1235000000|264000000|FI
2020-06-30|USD|1109000000|3312000000|2203000000|1920000000|165000000|1377000000||2206000000|2000000|-174000000|2000000|176000000|3462000000|1000000||694000000|-25000000|-27000000|176000000|9000000|169000000|151000000|845000000|2000000|FI
2020-03-31|USD|1600000000|4037000000|2437000000|2167000000|629000000|1404000000||2006000000|2000000|-187000000|2000000|189000000|4200000000|20000000||985000000|471000000|79000000|189000000|377000000|-239000000|660000000|1645000000|392000000|FI
2019-12-31|USD|2539000000|4050000000|1511000000|2109000000|478000000|1463000000||1506000000|4000000|-194000000|4000000|198000000|4050000000|-6000000||1550000000|301000000|54000000|198000000|241000000|446000000|499000000|2049000000|247000000|FI
2019-09-30|USD|1825000000|2978000000|1153000000|1617000000|374000000|1137000000||1153000000|23000000|-164000000|23000000|187000000|3128000000|-3000000||16000000|251000000|53000000|187000000|225000000|12000000|438000000|454000000|198000000|FI
2019-06-30|USD|1104000000|1448000000|344000000|785000000|384000000|343000000||344000000|6000000|-58000000|6000000|64000000|1512000000|2000000||1000000|283000000|60000000|64000000|223000000|115000000|347000000|348000000|223000000|FI
2019-03-31|USD|263000000|1502000000|1239000000|798000000|373000000|341000000||431000000|2000000|-57000000|2000000|59000000|1512000000|1000000||100000000|256000000|31000000|59000000|225000000|207000000|315000000|415000000|225000000|FI
2018-12-31|USD|431000000|1551000000|1120000000|822000000|431000000|298000000||298000000|6000000|-55000000|1000000|56000000|0|2000000||111000000|374000000|88000000|62000000|286000000|298000000|430000000|541000000|286000000|FI
