fiscalDateEnding|reportedCurrency|grossProfit|totalRevenue|costOfRevenue|costofGoodsAndServicesSold|operatingIncome|sellingGeneralAndAdministrative|researchAndDevelopment|operatingExpenses|investmentIncomeNet|netInterestIncome|interestIncome|interestExpense|nonInterestIncome|otherNonOperatingIncome|depreciation|depreciationAndAmortization|incomeBeforeTax|incomeTaxExpense|interestAndDebtExpense|netIncomeFromContinuingOperations|comprehensiveIncomeNetOfTax|ebit|ebitda|netIncome|ticker
2024-12-31|USD|-27000000|1019393000|27000000|27000000|-167687000|195708000||522776000|1835000|-26399000|1835000|28234000|1002549000|-22705000|48400000|44334000|-217539000|-3044000|28234000|-27000000|-338969000|-167687000|-123353000|-214495000|CRL
2024-09-30|USD|103427000|1026385000|922958000|660742000|117405000|199213000||245594000|1528000|-28756000|1528000|30284000|1009763000|2592000|48500000|32403000|90603000|20946000|30284000|70295000|146495000|117405000|149808000|69657000|CRL
2024-06-30|USD|150368000|1042833000|892465000|672404000|151652000|169791000||203345000|3010000|-29759000|3010000|32769000|1026117000|-2240000|47600000|32270000|119473000|25392000|32769000|94261000|74291000|151652000|183922000|94081000|CRL
2024-03-31|USD|89519000|997533000|908014000|666717000|125977000|186291000||221162000|2202000|-35001000|2202000|35001000|1011560000|5833000|45700000|32575000|97489000|24529000|35001000|109483000|19468000|132490000|165065000|72960000|CRL
2023-12-31|USD|743195000|1003909000|260714000|-1971172000|132922000|197142000||243037000|1591000|-33544000|1591000|33544000|1012518000|107737000|46500000|36726000|206838000|19754000|34536000|85786000|258723000|240382000|277108000|187084000|CRL
2023-09-30|USD|789637000|1015135000|225498000|664783000|151502000|176109000||203244000|1373000|-33742000|1373000|33742000|1026623000|-6260000|44600000|34229000|112241000|24852000|33742000|121763000|27592000|145983000|180212000|87389000|CRL
2023-06-30|USD|814752000|1048784000|234032000|660960000|164945000|199758000||210141000|1426000|-35044000|1426000|35044000|1059937000|-2663000|43400000|34274000|126241000|29221000|35044000|134487000|127875000|161285000|195559000|97020000|CRL
2023-03-31|USD|143656000|1019083000|875427000|651719000|167892000|174846000||202856000|806000|-34380000|33574000|34380000|1029373000|-3277000|42200000|34916000|130218000|27087000|34380000|138334000|126064000|164598000|199514000|103131000|CRL
2022-12-31|USD|985759000|1231903000|246144000|700959000|163810000|199640000||102621000|343000|-34779000|343000|34779000|1242252000|115547000||38469000|243225000|55815000|35843000|164594000|320961000|278004000|316473000|187410000|CRL
2022-09-30|USD|773232000|993582000|220350000|618934000|150976000|183714000||204550000|122000|-11375000|11253000|11375000|989157000|-16616000||35533000|121968000|25495000|11375000|108987000|-40580000|133343000|168876000|96473000|CRL
2022-06-30|USD|812649000|983328000|170679000|616405000|187411000|131711000||156779000|188000|-3703000|188000|3703000|973131000|-39783000||37604000|142770000|33449000|3703000|114367000|25699000|146473000|184077000|109321000|CRL
2022-03-31|USD|707413000|897464000|190051000|577111000|148778000|150033000||182151000|127000|-9434000|127000|9434000|898998000|-28625000||38007000|108642000|15620000|10462000|104660000|82829000|118076000|156083000|93022000|CRL
2021-12-31|USD|736031000|917648000|181617000|557938000|172807000|144112000||147491000|309000|-11546000|11237000|11546000|922161000|2072000||31039000|161393000|23815000|12538000|77463000|105617000|172939000|203978000|137578000|CRL
2021-09-30|USD|700701000|885303000|184602000|558710000|155802000|148573000||179302000|137000|-16455000|137000|16455000|895937000|-16214000||33698000|121537000|18111000|16455000|121614000|78668000|137992000|171690000|103426000|CRL
2021-06-30|USD|698377000|905297000|206920000|572586000|137550000|171501000||200620000|171000|-16190000|16019000|16190000|914607000|5965000||33810000|126028000|37580000|16190000|106106000|107444000|142218000|176028000|88448000|CRL
2021-03-31|USD|565423000|751595000|186172000|516288000|123703000|155733000||186172000|35000|-29719000|35000|29719000|780940000|-27717000||29690000|63897000|2367000|56626000|93654000|73387000|93616000|123306000|61530000|CRL
2020-12-31|USD|299968000|790990000|179739000|491022000|128927000|143033000||180439000|63000|-33147000|63000|33147000|790990000|76584000||28901000|171428000|28237000|33147000|128927000|199599000|204575000|233476000|143191000|CRL
2020-09-30|USD|289274000|724873000|159067000|454026000|132753000|128289000||159067000|179000|-18867000|18688000|18867000|743300000|21211000||29198000|135574000|32665000|18867000|121478000|120342000|154441000|183639000|102909000|CRL
2020-06-30|USD|232238000|663422000|164758000|450346000|76768000|127712000||164758000|276000|-19352000|276000|19352000|682584000|26260000||28695000|83719000|16284000|19352000|87020000|73637000|103071000|131766000|67435000|CRL
2020-03-31|USD|252061000|680543000|159290000|454998000|94281000|129901000||159290000|316000|-15067000|316000|15067000|695024000|-24071000||28830000|55391000|4622000|15067000|65904000|9871000|70458000|99288000|50769000|CRL
2019-12-31|USD|262314000|691138000|165063000|428824000|108789000|129598000||165563000|684000|-24362000|684000|24362000|691138000|20454000||25013000|105401000|25053000|24362000|108789000|80799000|129763000|154776000|80348000|CRL
2019-09-30|USD|246116000|662636000|157037000|421835000|92802000|129509000||157037000|385000|-5698000|385000|5698000|667951000|-14254000||24875000|72493000|-317000|5698000|73552000|60576000|78191000|103066000|72810000|CRL
2019-06-30|USD|238104000|636778000|160952000|419464000|79768000|135941000||160952000|274000|-20835000|274000|20835000|657568000|-213000||23326000|58413000|14685000|20835000|44309000|40292000|79248000|102574000|43728000|CRL
2019-03-31|USD|211777000|605157000|143534000|392792000|69792000|122574000||143534000|179000|-9987000|179000|9987000|615144000|6306000||19411000|65735000|10602000|9987000|55688000|65036000|75722000|95133000|55133000|CRL
2018-12-31|USD|226417000|601530000|127204000|375113000|102482000|106918000||126404000|118000|-16741000||16741000|601530000|-10811000||16987000|74515000|14850000|16741000|102482000|46410000|91256000|108243000|59665000|CRL
2018-09-30|USD|216200000|568098000|136513000|369095000|84362000|113033000||136513000|230000|-17197000||17197000|585295000|5910000||18805000|72771000|12403000|17197000|60902000|54529000|89968000|108773000|60368000|CRL
2018-06-30|USD|215981000|566658000|141127000|369320000|76710000|120531000||141127000|182000|-18643000||18643000|585301000|12039000||18740000|71147000|17438000|18643000|52850000|24557000|89790000|108530000|53709000|CRL
2018-03-31|USD|181469000|493970000|312501000|312501000|67829000|103372000||114278000|282000|-11191000||11191000|500421000|6120000||10268000|62403000|9772000|11191000|53268000|76235000|73594000|83862000|52631000|CRL
2017-12-31|USD|167394000|478477000|311083000|310728000|62827000|94109000||122934000|193000|-7724000||7724000|478477000|13756000||10457000|68248000|98097000|7724000|62732000|8732000|75972000|86429000|-29849000|CRL
2017-09-30|USD|176847000|464232000|287385000|287028000|74062000|92428000||104010000|134000|-7667000||7667000|464232000|6410000||10357000|72419000|19945000|7667000|52994000|77489000|80086000|90443000|52474000|CRL
2017-06-30|USD|185325000|469129000|283804000|283467000|81686000|93820000||104111000|161000|-7403000||7403000|469129000|2472000||9819000|76195000|22243000|7403000|81310000|87657000|83598000|93417000|53952000|CRL
2017-03-31|USD|171352000|445763000|274411000|274411000|69706000|90909000||102723000|202000|-6983000||6983000|449866000|15122000||10737000|77862000|31084000|6983000|69472000|58510000|84845000|95582000|46778000|CRL
2016-12-31|USD|179881000|466789000|286908000|286908000|69091000|95641000||121144000|306000|-7510000||7510000|11284000|1705000||12309000|63130000|18450000|7510000|69091000|-43338000|70640000|82949000|44680000|CRL
2016-09-30|USD|156270000|425720000|269450000|269450000|58795000|85650000||97475000|523000|-7079000||7079000|400000|1017000||11825000|53300000|15565000|7079000|37691000|22181000|60379000|72204000|37735000|CRL
2016-06-30|USD|169747000|434055000|264308000|264308000|58061000|100473000||111686000|222000|-8909000||8909000||5016000||11213000|54052000|18845000|8909000|35545000|27832000|62961000|74174000|35207000|CRL
2016-03-31|USD|140768000|354868000|214100000|214100000|51472000|82944000||91196000|263000|-4211000||4211000||4026000||6352000|51118000|13975000|4211000|37575000|29874000|55329000|61681000|37143000|CRL
2015-12-31|USD|140574000|353850000|213276000|213276000|52269000|81461000||90105000|285000|-3821000||3821000||1259000|18800000|6844000|48613000|16729000|3821000|32786000|17136000|52434000|59278000|31884000|CRL
2015-09-30|USD|138075000|349465000|211390000|211390000|55440000|76225000||82635000|177000|-3851000||3851000||1390000|17400000|6410000|52634000|15255000|3851000|37413000|6942000|56485000|62895000|37379000|CRL
2015-06-30|USD|132783000|339573000|206790000|206790000|55735000|71331000||77753000|297000|-4376000||4376000||8672000|17400000|5717000|59585000|11076000|4376000|48516000|66891000|63961000|69678000|48509000|CRL
2015-03-31|USD|119660000|320414000|200754000|200754000|43005000|71397000||77785000|284000|-3024000||3024000||-8313000|17100000|5258000|31872000|331000|3024000|31548000|-2957000|34896000|40154000|31541000|CRL
2014-12-31|USD|119945000|329548000|209603000|209603000|40767000|72034000||101314000|351000|-2779000||2779000||1847000|18900000|7144000|38816000|11650000|2779000|28030000|-29427000|40767000|48739000|27166000|CRL
2014-09-30|USD|118268000|327567000|209299000|209299000|46172000|64476000||75667000|376000|-2997000||2997000||331000|18400000|7620000|43618000|11582000|2997000|31984000|171000|46172000|54235000|32036000|CRL
2014-06-30|USD|125634000|341179000|215545000|215545000|51025000|67756000||80871000|222000|-3373000||3373000||2667000|17400000|6853000|49345000|14081000|3373000|35908000|48391000|51025000|59571000|35264000|CRL
2014-03-31|USD|108813000|299368000|190555000|190555000|39706000|64767000||73808000|205000|-2801000||2801000||5876000|15700000|4340000|42590000|10358000|2801000|32502000|27959000|39706000|49731000|32232000|CRL
2013-12-31|USD|88195000|289228000|201033000|196831000|24607000|58674000||91233000|254000|-2826000||2826000||1071000|24356000|4914000|22679000|3580000|3215000|19181000|26413000|24607000|30419000|19099000|CRL
2013-09-30|USD|99926000|292129000|192203000|192203000|40843000|54903000||61402000|143000|-2319000||2319000||4059000|22736000|4180000|42257000|11390000|2319000|30980000|48218000|40843000|48756000|30867000|CRL
